Component #1,Component #2,Component #3,x1,x2,x3,T_melting /K
TETRAMETHYLAMMONIUM CHLORIDE,STEARYL ALCOHOL,-,0.409,0.591,-,336.5
TETRABUTYLAMMONIUM CHLORIDE,STEARYL ALCOHOL,-,0.899,0.101,-,336.5
TETRAETHYLAMMONIUM CHLORIDE,TETRADECANOIC ACID,-,0.4,0.6,-,336.52
STEARIC ACID,DECANOIC ACID,-,0.703,0.297,-,336.62
L-MENTHOL,STEARIC ACID,-,0.31,0.69,-,336.77
METHYLTRIPHENYLPHOSPHONIUM BROMIDE,TRIFLUOROACETAMIDE,-,0.5,0.5,-,336.8
CHOLINE CHLORIDE,RESORCINOL,-,0.672,0.328,-,336.834
STEARIC ACID,LAURIC ACID,-,0.7,0.3,-,337.16
TETRAPROPYLAMMONIUM CHLORIDE,STEARIC ACID,-,0.501,0.499,-,337.22
ZINCCHLORIDE,CHOLINE CHLORIDE,-,0.509,0.491,-,337.2955
TETRABUTYLAMMONIUM CHLORIDE,1-HEXADECANOL,-,0.898,0.102,-,337.3
BETAINE,BENZOIC ACID,-,0.5,0.5,-,337.35
TETRABUTYLAMMONIUM CHLORIDE,STEARIC ACID,-,0.898,0.102,-,337.4
THYMOL,STEARIC ACID,-,0.3,0.7,-,337.45
STEARIC ACID,PALMITIC ACID,-,0.7,0.3,-,337.49
CHROMIUM(3+) TRICHLORIDE HEXAHYDRATE,UREA,-,0.198,0.802,-,337.5785
CHOLINE CHLORIDE,GLYCOLIC ACID,-,0.1,0.9,-,337.62
ZINCCHLORIDE,UREA,-,0.164,0.836,-,337.8167
CHOLINE CHLORIDE,THYMOL,-,0.4,0.6,-,337.9
TETRAMETHYLAMMONIUM CHLORIDE,STEARIC ACID,-,0.376,0.624,-,337.95
IRON(3+) TRICHLORIDE,CHOLINE CHLORIDE,-,0.667,0.333,-,338.15
TETRAETHYLAMMONIUM CHLORIDE,STEARIC ACID,-,0.226,0.774,-,338.21
IRON(3+) TRICHLORIDE,CHOLINE CHLORIDE,-,0.672,0.328,-,338.3864
CHOLINE CHLORIDE,MALIC ACID,-,0.5,0.5,-,338.42
TETRAPENTYLAMMONIUM BROMIDE,PIMELIC ACID,-,0.388,0.612,-,338.506
CHOLINE CHLORIDE,IMIDAZOLE,-,0.2,0.8,-,338.546
CHOLINE CHLORIDE,IBUPROFEN,-,0.229,0.771,-,338.62
STEARIC ACID,DECANOIC ACID,-,0.801,0.199,-,338.62
IBUPROFEN,LAURIC ACID,-,0.899,0.101,-,338.64
L-MENTHOL,STEARIC ACID,-,0.2,0.8,-,338.68
CHOLINE CHLORIDE,PALMITIC ACID,-,0.449,0.551,-,338.85
ZINCCHLORIDE,ETHYLTRIPHENYLPHOSPHONIUM BROMIDE,-,0.75,0.25,-,338.98
TETRAPROPYLAMMONIUM CHLORIDE,STEARIC ACID,-,0.201,0.799,-,339.05
TETRABUTYLAMMONIUM BROMIDE,IMIDAZOLE,-,0.5,0.5,-,339.1637
THYMOL,STEARIC ACID,-,0.2,0.8,-,339.37
STEARIC ACID,LAURIC ACID,-,0.801,0.199,-,339.38
CHOLINE CHLORIDE,XYLITOL,-,0.3,0.7,-,339.43
TETRAMETHYLAMMONIUM CHLORIDE,STEARIC ACID,-,0.314,0.686,-,339.45
TETRAETHYLAMMONIUM CHLORIDE,STEARIC ACID,-,0.189,0.811,-,339.45
CHOLINE CHLORIDE,STEARYL ALCOHOL,-,0.6,0.4,-,339.48
CHOLINE CHLORIDE,STEARIC ACID,-,0.386,0.614,-,339.55
CHOLINE CHLORIDE,ACETAMINOPHEN,-,0.597,0.403,-,339.62
STEARIC ACID,PALMITIC ACID,-,0.8,0.2,-,339.79
CHOLINE CHLORIDE,2.3-DIMETHYLPHENOL,-,0.1,0.9,-,339.8
CHROMIUM(3+) TRICHLORIDE HEXAHYDRATE,UREA,-,0.199,0.801,-,339.833
TETRAPROPYLAMMONIUM CHLORIDE,STEARIC ACID,-,0.202,0.798,-,339.86
TETRABUTYLAMMONIUM CHLORIDE,STEARIC ACID,-,0.099,0.901,-,339.9
NICOTINAMIDE,GLYCOLIC ACID,-,0.606,0.394,-,340.1478
CHOLINE CHLORIDE,CAFFEIC ACID,-,0.67,0.33,-,340.15
CHOLINE CHLORIDE,CAFFEIC ACID,-,0.667,0.333,-,340.15
CHOLINE CHLORIDE,P-COUMARIC ACID,-,0.67,0.33,-,340.15
CHOLINE CHLORIDE,PHENYLACETIC ACID,-,0.199,0.801,-,340.15
CHOLINE CHLORIDE,THYMOL,-,0.333,0.667,-,340.15
TETRAPROPYLAMMONIUM CHLORIDE,STEARIC ACID,-,0.1,0.9,-,340.25
ZINCCHLORIDE,ETHYLTRIPHENYLPHOSPHONIUM BROMIDE,-,0.8,0.2,-,340.27
CHOLINE CHLORIDE,D-CAMPHOR,-,0.395,0.605,-,340.4
CHOLINE CHLORIDE,SALICYLIC ACID,-,0.496,0.504,-,340.6
IBUPROFEN,PALMITIC ACID,-,0.806,0.194,-,340.64
CHOLINE CHLORIDE,ASPIRIN,-,0.286,0.714,-,340.65
STEARIC ACID,DECANOIC ACID,-,0.899,0.101,-,340.66
CHOLINE CHLORIDE,STEARIC ACID,-,0.297,0.703,-,340.68
TETRAPROPYLAMMONIUM BROMIDE,ERYTHRITOL,-,0.6,0.4,-,340.6914
TETRAMETHYLAMMONIUM CHLORIDE,STEARYL ALCOHOL,-,0.507,0.493,-,340.7
L-MENTHOL,STEARIC ACID,-,0.1,0.9,-,340.88
CHOLINE CHLORIDE,RESORCINOL,-,0.102,0.898,-,340.979
CHOLINE CHLORIDE,GLUTARIC ACID,-,0.25,0.75,-,341.02
THYMOL,STEARIC ACID,-,0.1,0.9,-,341.05
CHOLINE CHLORIDE,SALICYLIC ACID,-,0.5,0.5,-,341.15
CHOLINE CHLORIDE,STEARYL ALCOHOL,-,0.599,0.401,-,341.25
TETRAETHYLAMMONIUM CHLORIDE,TETRADECANOIC ACID,-,0.464,0.536,-,341.4
STEARIC ACID,LAURIC ACID,-,0.9,0.1,-,341.47
ZINCCHLORIDE,ETHYLTRIPHENYLPHOSPHONIUM BROMIDE,-,0.667,0.333,-,341.5
CHOLINE CHLORIDE,(3R.4S.5S)-OXANE-2.3.4.5-TETROL,-,0.394,0.606,-,341.52
STEARIC ACID,PALMITIC ACID,-,0.9,0.1,-,341.61
CHOLINE CHLORIDE,2.3-DIHYDROXYSUCCINIC ACID,-,0.55,0.45,-,341.62
CHOLINE CHLORIDE,XYLITOL,-,0.182,0.818,-,341.634
CHOLINE CHLORIDE,STEARIC ACID,-,0.189,0.811,-,341.72
CHOLINE CHLORIDE,D-XYLOSE,-,0.399,0.601,-,341.72
CHOLINE CHLORIDE,UREA,-,0.227,0.773,-,341.785
CHOLINE CHLORIDE,IMIDAZOLE,-,0.1,0.9,-,341.9881
CHOLINE CHLORIDE,THIOUREA,-,0.333,0.667,-,342.15
CHOLINE CHLORIDE,D-SORBITOL,-,0.315,0.685,-,342.188
ETHYLAMMONIUM CHLORIDE,UREA,-,0.249,0.751,-,342.193
TETRAETHYLAMMONIUM CHLORIDE,STEARIC ACID,-,0.117,0.883,-,342.25
CHOLINE CHLORIDE,ERYTHRITOL,-,0.394,0.606,-,342.377
TETRAPROPYLAMMONIUM CHLORIDE,STEARIC ACID,-,0.11,0.89,-,342.43
CHOLINE CHLORIDE,STEARIC ACID,-,0.108,0.892,-,342.45
CHOLINE CHLORIDE,HYDROCINNAMIC ACID,-,0.45,0.55,-,342.483
TETRAETHYLAMMONIUM CHLORIDE,STEARIC ACID,-,0.103,0.897,-,342.52
CHOLINE CHLORIDE,RESORCINOL,-,0.753,0.247,-,342.637
TETRAMETHYLAMMONIUM CHLORIDE,STEARIC ACID,-,0.195,0.805,-,342.65
IRON(3+) TRICHLORIDE,CHOLINE CHLORIDE,-,0.179,0.821,-,342.75
CHOLINE CHLORIDE,GLUTARIC ACID,-,0.552,0.448,-,342.85
CHOLINE CHLORIDE,SUCCINIC ACID,-,0.5,0.5,-,343.0
BETAINE,STEARIC ACID,-,0.1,0.9,-,343.0
DICHLORIDOTIN,CHLORMEQUAT CHLORIDE,-,0.667,0.333,-,343.15
TETRAMETHYLAMMONIUM CHLORIDE,STEARIC ACID,-,0.102,0.898,-,343.25
CHOLINE CHLORIDE,DECANOIC ACID,-,0.485,0.515,-,343.3
CHOLINE CHLORIDE,CITRIC ACID,-,0.686,0.314,-,343.55
CHOLINE CHLORIDE,SUCROSE,-,0.494,0.506,-,343.65
CHOLINE CHLORIDE,D-SORBITOL,-,0.192,0.808,-,343.75
CHOLINE CHLORIDE,LAURIC ACID,-,0.497,0.503,-,343.85
IBUPROFEN,PALMITIC ACID,-,0.903,0.097,-,343.91
BETAINE,STEARYL ALCOHOL,-,0.399,0.601,-,344.2
TETRAETHYLAMMONIUM CHLORIDE,DECANOIC ACID,-,0.508,0.492,-,344.22
TETRAPENTYLAMMONIUM BROMIDE,ERYTHRITOL,-,0.588,0.412,-,344.5
CHOLINE CHLORIDE,IBUPROFEN,-,0.111,0.889,-,344.52
BETAINE,XYLITOL,-,0.25,0.75,-,344.76
CHOLINE CHLORIDE,STEARYL ALCOHOL,-,0.587,0.413,-,344.82
1H-IMIDAZOLIUM. 3-[2-[(1R.5S)-6.6-DIMETHYLBICYCLO[3.1.1]HEPT-2-EN-2-YL]ETHYL]-1-METHYL-. METHANESULFONATE (1:1) (ACI),LEVULINIC ACID,-,0.596,0.404,-,344.928
IRON(3+) TRICHLORIDE,CHOLINE CHLORIDE,-,0.715,0.285,-,344.9318
CHOLINE CHLORIDE,SUCCINIC ACID,-,0.55,0.45,-,345.0
1.10-PHENANTHROLINE,2.6-DI-TERT-BUTYL-4-METHYLPHENOL,-,0.797,0.203,-,345.0826
ZINCCHLORIDE,ETHYLTRIPHENYLPHOSPHONIUM BROMIDE,-,0.833,0.167,-,345.29
CHOLINE CHLORIDE,GLUTARIC ACID,-,0.201,0.799,-,345.38
CHOLINE CHLORIDE,GLYCOLIC ACID,-,0.05,0.95,-,345.42
1H-IMIDAZOLIUM. 3-[2-[(1R.5S)-6.6-DIMETHYLBICYCLO[3.1.1]HEPT-2-EN-2-YL]ETHYL]-1-METHYL-. METHANESULFONATE (1:1) (ACI),UREA,-,0.6,0.4,-,345.588
CHOLINE CHLORIDE,MALIC ACID,-,0.451,0.549,-,345.92
1.10-PHENANTHROLINE,THYMOL,-,0.633,0.367,-,346.2397
TETRAETHYLAMMONIUM CHLORIDE,DECANOIC ACID,-,0.5,0.5,-,346.25
TETRAPROPYLAMMONIUM CHLORIDE,DECANOIC ACID,-,0.5,0.5,-,346.25
NICOTINAMIDE,GLYCOLIC ACID,-,0.701,0.299,-,346.798
CHOLINE CHLORIDE,D-SORBITOL,-,0.577,0.423,-,347.458
TETRAPENTYLAMMONIUM BROMIDE,PIMELIC ACID,-,0.71,0.29,-,347.701
TETRAMETHYLAMMONIUM CHLORIDE,DECANOIC ACID,-,0.31,0.69,-,347.75
BETAINE,SALICYLIC ACID,-,0.298,0.702,-,347.8
TETRAETHYLAMMONIUM BROMIDE,ADIPIC ACID,-,0.49,0.51,-,347.86
CHOLINE CHLORIDE,XYLITOL,-,0.103,0.897,-,347.86
BETAINE,BENZOIC ACID,-,0.333,0.667,-,347.98
CHOLINE CHLORIDE,O-CRESOL,-,0.454,0.546,-,348.3
1H-IMIDAZOLIUM. 3-[2-[(1R.5S)-6.6-DIMETHYLBICYCLO[3.1.1]HEPT-2-EN-2-YL]ETHYL]-1-METHYL-. METHANESULFONATE (1:1) (ACI),UREA,-,0.148,0.852,-,348.529
CHOLINE CHLORIDE,THYMOL,-,0.5,0.5,-,348.6
CHOLINE CHLORIDE,ETHYLENE GLYCOL,-,0.549,0.451,-,348.678
METHYLTRIPHENYLPHOSPHONIUM BROMIDE,GLYCEROL,-,0.5,0.5,-,348.75
TETRAETHYLAMMONIUM CHLORIDE,LAURIC ACID,-,0.489,0.511,-,348.85
TETRAETHYLAMMONIUM CHLORIDE,LAURIC ACID,-,0.491,0.509,-,348.9236
CHOLINE CHLORIDE,CITRIC ACID,-,0.6,0.4,-,348.98
CHOLINE CHLORIDE,OXALIC ACID,-,0.55,0.45,-,349.0
DICHLORIDOTIN,CHOLINE CHLORIDE,-,0.755,0.245,-,349.2955
TETRAETHYLAMMONIUM BROMIDE,SUCCINIC ACID,-,0.5,0.5,-,349.3
CHOLINE CHLORIDE,KETOPROFEN,-,0.31,0.69,-,349.75
TETRAETHYLAMMONIUM CHLORIDE,STEARIC ACID,-,0.505,0.495,-,349.85
CHOLINE CHLORIDE,XYLITOL,-,0.2,0.8,-,349.89
CHOLINE CHLORIDE,D-SORBITOL,-,0.135,0.865,-,350.0
CHOLINE CHLORIDE,GALLIC ACID,-,0.67,0.33,-,350.15
METHYLTRIPHENYLPHOSPHONIUM BROMIDE,TRIFLUOROACETAMIDE,-,0.727,0.273,-,350.19
1.10-PHENANTHROLINE,2.6-DI-TERT-BUTYL-4-METHYLPHENOL,-,0.109,0.891,-,350.2893
CHOLINE CHLORIDE,RESORCINOL,-,0.803,0.197,-,350.927
CHOLINE CHLORIDE,XYLITOL,-,0.603,0.397,-,350.973
CHOLINE CHLORIDE,OXALIC ACID,-,0.35,0.65,-,351.0
BETAINE,STEARIC ACID,-,0.2,0.8,-,351.0
CHOLINE CHLORIDE,BENZOIC ACID,-,0.28,0.72,-,351.15
CHOLINE CHLORIDE,IBUPROFEN,-,0.513,0.487,-,351.25
CHOLINE CHLORIDE,LACTIC ACID,-,0.599,0.401,-,351.42
CHOLINE CHLORIDE,ERYTHRITOL,-,0.539,0.461,-,351.794
METHYLTRIPHENYLPHOSPHONIUM BROMIDE,ETHYLENE GLYCOL,-,0.5,0.5,-,352.08
CHOLINE CHLORIDE,ACETAMINOPHEN,-,0.407,0.593,-,352.08
CHOLINE CHLORIDE,2.3-DIHYDROXYSUCCINIC ACID,-,0.498,0.502,-,352.35
CHOLINE CHLORIDE,GLUTARIC ACID,-,0.151,0.849,-,352.58
CHOLINE CHLORIDE,SALICYLIC ACID,-,0.403,0.597,-,352.7
CHOLINE CHLORIDE,1-TETRADECANOL,-,0.551,0.449,-,353.18
CHOLINE CHLORIDE,ERYTHRITOL,-,0.35,0.65,-,353.363
CHOLINE CHLORIDE,D-MANNOSE,-,0.401,0.599,-,353.58
METHYLTRIPHENYLPHOSPHONIUM BROMIDE,GLYCEROL,-,0.667,0.333,-,353.58
TETRAPROPYLAMMONIUM CHLORIDE,TETRADECANOIC ACID,-,0.6,0.4,-,353.75
BETAINE,BENZOIC ACID,-,0.3,0.7,-,353.8
CHOLINE CHLORIDE,KETOPROFEN,-,0.213,0.787,-,354.72
CHOLINE CHLORIDE,ASPIRIN,-,0.206,0.794,-,354.85
BETAINE,STEARIC ACID,-,0.3,0.7,-,355.0
CHOLINE CHLORIDE,UREA,-,0.197,0.803,-,355.069
TETRAPENTYLAMMONIUM BROMIDE,PIMELIC ACID,-,0.78,0.22,-,355.172
CHOLINE CHLORIDE,STEARIC ACID,-,0.452,0.548,-,355.52
TETRABUTYLAMMONIUM BROMIDE,IMIDAZOLE,-,0.6,0.4,-,355.6607
TETRAPENTYLAMMONIUM BROMIDE,ERYTHRITOL,-,0.502,0.498,-,355.9
CHOLINE CHLORIDE,RESORCINOL,-,0.905,0.095,-,355.902
CHOLINE CHLORIDE,IMIDAZOLE,-,0.4,0.6,-,355.979
1.10-PHENANTHROLINE,THYMOL,-,0.717,0.283,-,356.6529
CHOLINE CHLORIDE,CITRIC ACID,-,0.549,0.451,-,356.75
CHOLINE CHLORIDE,UREA,-,0.56,0.44,-,357.283
CHOLINE CHLORIDE,2.3-DIHYDROXYSUCCINIC ACID,-,0.705,0.295,-,357.62
TETRABUTYLAMMONIUM BROMIDE,IMIDAZOLE,-,0.1,0.9,-,357.7936
TETRAPENTYLAMMONIUM BROMIDE,SUCCINIC ACID,-,0.593,0.407,-,357.888
1H-IMIDAZOLIUM. 3-[2-[(1R.5S)-6.6-DIMETHYLBICYCLO[3.1.1]HEPT-2-EN-2-YL]ETHYL]-1-METHYL-. METHANESULFONATE (1:1) (ACI),LEVULINIC ACID,-,0.705,0.295,-,357.971
TETRAPROPYLAMMONIUM CHLORIDE,LAURIC ACID,-,0.505,0.495,-,358.0499
CHOLINE CHLORIDE,ADIPIC ACID,-,0.5,0.5,-,358.15
TETRAPENTYLAMMONIUM BROMIDE,ERYTHRITOL,-,0.747,0.253,-,358.3
TETRAPROPYLAMMONIUM CHLORIDE,LAURIC ACID,-,0.503,0.497,-,358.35
CHOLINE CHLORIDE,MALIC ACID,-,0.6,0.4,-,358.52
CHOLINE CHLORIDE,GLUTARIC ACID,-,0.101,0.899,-,358.68
CHOLINE CHLORIDE,MALIC ACID,-,0.399,0.601,-,358.68
CHOLINE CHLORIDE,OXALIC ACID,-,0.6,0.4,-,359.0
IRON(3+) TRICHLORIDE,CHOLINE CHLORIDE,-,0.755,0.245,-,359.1136
TETRAPENTYLAMMONIUM BROMIDE,PIMELIC ACID,-,0.28,0.72,-,359.195
BETAINE,THYMOL,-,0.499,0.501,-,359.2
BETAINE,UREA,-,0.192,0.808,-,359.3
CHOLINE CHLORIDE,D-SORBITOL,-,0.122,0.878,-,359.322
CHOLINE CHLORIDE,ERYTHRITOL,-,0.59,0.41,-,359.641
BETAINE,SALICYLIC ACID,-,0.199,0.801,-,359.7
CHOLINE CHLORIDE,(3R.4S.5S)-OXANE-2.3.4.5-TETROL,-,0.3,0.7,-,359.72
CHOLINE CHLORIDE,D-XYLOSE,-,0.293,0.707,-,359.82
CHOLINE CHLORIDE,4-HYDROXYBENZOIC ACID,-,0.67,0.33,-,360.15
CHOLINE CHLORIDE,4-HYDROXYBENZOIC ACID,-,0.667,0.333,-,360.15
TETRAMETHYLAMMONIUM CHLORIDE,TETRADECANOIC ACID,-,0.398,0.602,-,360.25
1H-IMIDAZOLIUM. 3-[2-[(1R.5S)-6.6-DIMETHYLBICYCLO[3.1.1]HEPT-2-EN-2-YL]ETHYL]-1-METHYL-. METHANESULFONATE (1:1) (ACI),UREA,-,0.71,0.29,-,360.294
BETAINE,SALICYLIC ACID,-,0.398,0.602,-,360.8
TETRAPENTYLAMMONIUM BROMIDE,SUCCINIC ACID,-,0.706,0.294,-,360.87
BETAINE MONOHYDRATE,PROPIONIC ACID,-,0.335,0.665,-,360.871
CHOLINE CHLORIDE,OXALIC ACID,-,0.3,0.7,-,361.0
CHOLINE CHLORIDE,PHENYLACETIC ACID,-,0.552,0.448,-,361.15
CHOLINE CHLORIDE,ERYTHRITOL,-,0.303,0.697,-,361.211
CHOLINE CHLORIDE,IMIDAZOLE,-,0.5,0.5,-,361.2913
CHOLINE CHLORIDE,KETOPROFEN,-,0.103,0.897,-,361.62
TETRAETHYLAMMONIUM CHLORIDE,TETRADECANOIC ACID,-,0.511,0.489,-,361.95
CHOLINE CHLORIDE,BENZAMIDE,-,0.42,0.58,-,362.15
1.4-DITHIANE,1.4-DIIODOTETRAFLUOROBENZENE,-,0.42,0.58,-,362.15
IRON(3+) TRICHLORIDE,CHOLINE CHLORIDE,-,0.606,0.394,-,362.3864
TETRAETHYLAMMONIUM CHLORIDE,PALMITIC ACID,-,0.587,0.413,-,362.95
CHOLINE CHLORIDE,SUCCINIC ACID,-,0.6,0.4,-,363.0
TETRAPROPYLAMMONIUM CHLORIDE,PALMITIC ACID,-,0.7,0.3,-,363.05
TETRAPENTYLAMMONIUM BROMIDE,ERYTHRITOL,-,0.788,0.212,-,363.1
CHOLINE CHLORIDE,TRICARBALLYLIC ACID,-,0.7,0.3,-,363.15
CHOLINE CHLORIDE,TRICARBALLYLIC ACID,-,0.5,0.5,-,363.15
CHOLINE CHLORIDE,STEARYL ALCOHOL,-,0.632,0.368,-,363.25
1.10-PHENANTHROLINE,CHLOROTHYMOL,-,0.9,0.1,-,363.595
METHYLTRIPHENYLPHOSPHONIUM BROMIDE,TRIFLUOROACETAMIDE,-,0.667,0.333,-,363.73
CHOLINE CHLORIDE,D-SORBITOL,-,0.595,0.405,-,363.771
TETRAETHYLAMMONIUM CHLORIDE,PALMITIC ACID,-,0.624,0.376,-,363.801
BETAINE,D-SORBITOL,-,0.1,0.9,-,363.9
CHOLINE CHLORIDE,SUCCINIC ACID,-,0.45,0.55,-,364.0
CHOLINE CHLORIDE,CITRIC ACID,-,0.501,0.499,-,364.05
ZINCCHLORIDE,TETRAETHYLAMMONIUM CHLORIDE,-,0.667,0.333,-,364.15
CHOLINE CHLORIDE,GLYCOLIC ACID,-,0.598,0.402,-,364.15
CHOLINE CHLORIDE,GLUTARIC ACID,-,0.05,0.95,-,364.25
CHOLINE CHLORIDE,2.3-DIHYDROXYSUCCINIC ACID,-,0.448,0.552,-,364.32
CHOLINE CHLORIDE,D-MANNOSE,-,0.3,0.7,-,364.48
IRON(3+) TRICHLORIDE,CHOLINE CHLORIDE,-,0.41,0.59,-,364.5682
TETRAPENTYLAMMONIUM BROMIDE,SUCCINIC ACID,-,0.822,0.178,-,364.596
CHOLINE CHLORIDE,MALIC ACID,-,0.351,0.649,-,364.75
CHOLINE CHLORIDE,BENZAMIDE,-,0.333,0.667,-,365.15
CHOLINE CHLORIDE,XYLITOL,-,0.6,0.4,-,365.59
CHOLINE CHLORIDE,SUCCINIC ACID,-,0.65,0.35,-,366.0
NICOTINAMIDE,GLYCOLIC ACID,-,0.807,0.193,-,366.0099
CHOLINE CHLORIDE,OCTANEDIOIC ACID,-,0.5,0.5,-,366.15
CHOLINE CHLORIDE,CINNAMIC ACID,-,0.5,0.5,-,366.15
CHOLINE CHLORIDE,KETOPROFEN,-,0.398,0.602,-,366.25
CHOLINE CHLORIDE,GLYCEROL,-,0.652,0.348,-,366.622
CHOLINE CHLORIDE,SALICYLIC ACID,-,0.295,0.705,-,366.8
CHOLINE CHLORIDE,IMIDAZOLE,-,0.6,0.4,-,367.3331
D-ARABINO-HEX-2-ULO-PYRANOSE,SUCROSE,-,0.802,0.198,-,367.5159
CHOLINE CHLORIDE,(3R.4S.5S)-OXANE-2.3.4.5-TETROL,-,0.598,0.402,-,367.68
CHOLINE CHLORIDE,BENZOIC ACID,-,0.5,0.5,-,368.15
1.10-PHENANTHROLINE,THYMOL,-,0.804,0.196,-,368.2231
TETRAPENTYLAMMONIUM BROMIDE,ERYTHRITOL,-,0.4,0.6,-,368.8
CHOLINE CHLORIDE,D-CAMPHOR,-,0.3,0.7,-,368.9
BETAINE,UREA,-,0.299,0.701,-,369.5
CHOLINE CHLORIDE,SUCROSE,-,0.395,0.605,-,369.65
DICHLORIDOTIN,CHOLINE CHLORIDE,-,0.781,0.219,-,370.0227
TETRAPENTYLAMMONIUM BROMIDE,ERYTHRITOL,-,0.904,0.096,-,370.3
CHOLINE CHLORIDE,ETHYLENE GLYCOL,-,0.602,0.398,-,370.485
CHOLINE CHLORIDE,SUCROSE,-,0.6,0.4,-,370.52
1H-IMIDAZOLIUM. 3-[2-[(1R.5S)-6.6-DIMETHYLBICYCLO[3.1.1]HEPT-2-EN-2-YL]ETHYL]-1-METHYL-. METHANESULFONATE (1:1) (ACI),UREA,-,0.819,0.181,-,370.588
D-ARABINO-HEX-2-ULO-PYRANOSE,D-GLUCOSE,-,0.705,0.295,-,370.61
TETRAPENTYLAMMONIUM BROMIDE,PIMELIC ACID,-,0.89,0.11,-,370.69
TETRAPENTYLAMMONIUM BROMIDE,PIMELIC ACID,-,0.173,0.827,-,370.69
CHOLINE CHLORIDE,CITRIC ACID,-,0.448,0.552,-,370.98
TETRAPENTYLAMMONIUM BROMIDE,SUCCINIC ACID,-,0.946,0.054,-,371.304
CHOLINE CHLORIDE,MALIC ACID,-,0.301,0.699,-,371.42
CHOLINE CHLORIDE,1-HEXADECANOL,-,0.681,0.319,-,371.45
CHOLINE CHLORIDE,ACETAMINOPHEN,-,0.302,0.698,-,371.52
BETAINE,L-MENTHOL,-,0.498,0.502,-,371.7
1H-IMIDAZOLIUM. 3-[2-[(1R.5S)-6.6-DIMETHYLBICYCLO[3.1.1]HEPT-2-EN-2-YL]ETHYL]-1-METHYL-. METHANESULFONATE (1:1) (ACI),UREA,-,0.1,0.9,-,372.059
CHOLINE CHLORIDE,D-CAMPHOR,-,0.599,0.401,-,372.3
CHOLINE CHLORIDE,GLUTARIC ACID,-,0.598,0.402,-,372.65
1.10-PHENANTHROLINE,2.6-DI-TERT-BUTYL-4-METHYLPHENOL,-,0.894,0.106,-,372.8512
1.10-PHENANTHROLINE,2.6-DI-TERT-BUTYL-4-METHYLPHENOL,-,0.212,0.788,-,372.8512
BENZYLTRIPHENYLPHOSPHONIUM CHLORIDE,TRIFLUOROACETAMIDE,-,0.75,0.25,-,372.87
CHOLINE CHLORIDE,THIOUREA,-,0.42,0.58,-,373.15
SODIUM LAURATE,DECANOIC ACID,-,0.5,0.5,-,373.15
1.4-DITHIANE,1.3.5-TRIFLUORO-2.4.6-TRIIODOBENZENE,-,0.65,0.35,-,373.15
TETRAETHYLAMMONIUM CHLORIDE,STEARIC ACID,-,0.594,0.406,-,373.35
TETRAETHYLAMMONIUM CHLORIDE,DECANOIC ACID,-,0.59,0.41,-,373.45
LITHIUM NITRATE,N-METHYLACETAMIDE,-,0.693,0.307,-,373.453
LITHIUM HEXAFLUOROPHOSPHATE,N-METHYLACETAMIDE,-,0.386,0.614,-,373.453
CHOLINE CHLORIDE,DECANOIC ACID,-,0.54,0.46,-,373.6
CHOLINE CHLORIDE,TETRADECANOIC ACID,-,0.579,0.421,-,373.62
CHOLINE CHLORIDE,LAURIC ACID,-,0.561,0.439,-,373.75
CHOLINE CHLORIDE,STEARYL ALCOHOL,-,0.65,0.35,-,373.95
CHOLINE CHLORIDE,TETRADECANOIC ACID,-,0.597,0.403,-,374.53
CHOLINE CHLORIDE,2.3-DIHYDROXYSUCCINIC ACID,-,0.407,0.593,-,374.55
BENZYLTRIPHENYLPHOSPHONIUM CHLORIDE,TRIFLUOROACETAMIDE,-,0.667,0.333,-,374.69
CHOLINE CHLORIDE,ERYTHRITOL,-,0.252,0.748,-,375.336
1H-IMIDAZOLIUM. 3-[2-[(1R.5S)-6.6-DIMETHYLBICYCLO[3.1.1]HEPT-2-EN-2-YL]ETHYL]-1-METHYL-. METHANESULFONATE (1:1) (ACI),LEVULINIC ACID,-,0.788,0.212,-,375.362
TETRAPROPYLAMMONIUM CHLORIDE,DECANOIC ACID,-,0.6,0.4,-,375.55
TETRAPENTYLAMMONIUM BROMIDE,PIMELIC ACID,-,0.091,0.909,-,375.862
BETAINE MONOHYDRATE,PROPIONIC ACID,-,0.25,0.75,-,376.242
CHOLINE CHLORIDE,MALIC ACID,-,0.249,0.751,-,376.42
IRON(3+) TRICHLORIDE,CHOLINE CHLORIDE,-,0.804,0.196,-,376.5682
CHOLINE CHLORIDE,L-MENTHOL,-,0.6,0.4,-,376.8
D-ARABINO-HEX-2-ULO-PYRANOSE,D-GLUCOSE,-,0.799,0.201,-,376.9226
CHOLINE CHLORIDE,THYMOL,-,0.601,0.399,-,377.2
CHOLINE CHLORIDE,D-MANNOSE,-,0.6,0.4,-,377.52
CHOLINE CHLORIDE,PALMITIC ACID,-,0.53,0.47,-,377.63
D-ARABINO-HEX-2-ULO-PYRANOSE,D-GLUCOSE,-,0.904,0.096,-,377.651
CHOLINE CHLORIDE,D-MANNOSE,-,0.2,0.8,-,377.85
1.10-PHENANTHROLINE,THYMOL,-,0.9,0.1,-,378.0579
TETRAMETHYLAMMONIUM CHLORIDE,STEARIC ACID,-,0.486,0.514,-,378.15
BETAINE MONOHYDRATE,GLYCEROL,-,0.332,0.668,-,378.59
TETRAPENTYLAMMONIUM BROMIDE,ERYTHRITOL,-,0.286,0.714,-,379.0
