Component #1,Component #2,Component #3,x1,x2,x3,T /K,Viscosity /cP
PYRUVIC ACID,L-MENTHOL,-,0.5,0.5,0,333.15,5.034
L-MENTHOL,PALMITIC ACID,-,0.85,0.15,-,338.15,5.04
L-MENTHOL,PHENOL,-,0.33,0.67,-,323.15,5.05
CHOLINE CHLORIDE,M-CRESOL,-,0.125,0.875,-,348.15,5.06
THYMOL,TETRADECANOIC ACID,-,0.75,0.25,-,328.15,5.07
L-MENTHOL,DECANOIC ACID,-,0.5,0.5,-,328.15,5.089
ACETYLCHOLINE CHLORIDE,IMIDAZOLE,-,0.4,0.6,-,313.15,5.1
THYMOL,LAURIC ACID,-,0.55,0.45,-,328.15,5.1
L-LYSINE,HEXANOIC ACID,-,0.333,0.667,-,293.15,5.1
THYMOL,HEXANOIC ACID,-,0.333,0.667,-,298.15,5.13
L-MENTHOL,PHENOL,-,0.2,0.8,-,318.15,5.13
L-MENTHOL,STEARIC ACID,-,0.9,0.1,-,338.15,5.14
ACETYLCHOLINE CHLORIDE,IMIDAZOLE,-,0.333,0.667,-,303.15,5.16
CHOLINE CHLORIDE,4-METHYLPHENOL,-,0.143,0.857,-,353.15,5.16
CHOLINE CHLORIDE,O-CRESOL,-,0.111,0.889,-,338.15,5.16
L-MENTHOL,OCTANOIC ACID,-,0.3,0.7,-,313.15,5.17
CHOLINE CHLORIDE,M-CRESOL,-,0.111,0.889,-,343.15,5.18
CHOLINE CHLORIDE,ETHYLENE GLYCOL,-,0.167,0.833,-,358.15,5.2
L-CYSTINE,DECANOIC ACID,-,0.333,0.667,-,303.15,5.2
OCTANOIC ACID,LAURIC ACID,-,0.25,0.75,-,308.15,5.203
CHOLINE CHLORIDE,4-METHYLPHENOL,-,0.125,0.875,-,348.15,5.22
L-MENTHOL,L-LACTIC ACID,-,0.667,0.333,-,333.15,5.226
LAURIC ACID,L-MENTHOL,-,0.5,0.5,0,333.15,5.226
CHOLINE CHLORIDE,O-CRESOL,-,0.143,0.857,-,348.15,5.25
EUCALYPTOL,OCTANOIC ACID,-,0.5,0.5,-,298.15,5.25
CHOLINE CHLORIDE,O-CRESOL,-,0.1,0.9,-,333.15,5.27
CAMPHOR,THYMOL,-,0.5,0.5,-,353.15,5.28
L-HISTIDINE,OXALIC ACID,-,0.333,0.667,-,298.15,5.3
THYMOL,PALMITIC ACID,-,0.8,0.2,-,328.15,5.31
THYMOL,1-TETRADECANOL,-,0.5,0.5,-,328.15,5.344
DECANOIC ACID,LAURIC ACID,-,0.667,0.333,-,323.15,5.349
L-MENTHOL,PHENOL,-,0.4,0.6,-,323.15,5.364
L-MENTHOL,OCTANOIC ACID,-,0.6,0.4,-,323.15,5.37
L-MENTHOL,DECANOIC ACID,-,0.6,0.4,-,328.15,5.39
OCTANOIC ACID,LAURIC ACID,-,0.75,0.25,-,308.15,5.394
METHYLTRIPHENYLPHOSPHONIUM BROMIDE,ETHYLENE GLYCOL,-,0.2,0.8,-,338.15,5.4
METHYLTRIPHENYLPHOSPHONIUM BROMIDE,TRIFLUOROACETAMIDE,-,0.111,0.889,-,338.15,5.4
CHOLINE CHLORIDE,M-CRESOL,-,0.1,0.9,-,338.15,5.4
L-MENTHOL,LAURIC ACID,-,0.75,0.25,-,333.15,5.4
L-CYSTINE,LAURIC ACID,-,0.333,0.667,-,303.15,5.4
L-MENTHOL,CAMPHOR,-,0.5,0.5,-,343.15,5.42
CHOLINE CHLORIDE,4-METHYLPHENOL,-,0.111,0.889,-,343.15,5.46
DECANOIC ACID,LAURIC ACID,-,0.333,0.667,-,328.15,5.468
FENCHOL,THYMOL,-,0.5,0.5,-,353.15,5.52
CHOLINE CHLORIDE,O-CRESOL,-,0.167,0.833,-,353.15,5.53
ALPHA-TERPINEOL,CAMPHOR,-,0.5,0.5,-,343.15,5.53
L-MENTHOL,THYMOL,-,0.5,0.5,-,353.15,5.55
CHOLINE CHLORIDE,M-CRESOL,-,0.125,0.875,-,343.15,5.57
ALPHA-TERPINEOL,MENTHOL,-,0.5,0.5,-,353.15,5.57
CHOLINE CHLORIDE,M-CRESOL,-,0.143,0.857,-,348.15,5.58
L-MENTHOL,ACETIC ACID,-,0.5,0.5,-,308.15,5.59
ACETIC ACID,L-MENTHOL,-,0.5,0.5,0,308.15,5.59
CHOLINE CHLORIDE,ETHYLENE GLYCOL,-,0.2,0.8,-,358.15,5.6
IMIDAZOLE,ETHANOLAMINE,-,0.167,0.833,-,328.15,5.6
L-ALANINE,HEXANOIC ACID,-,0.333,0.667,-,298.15,5.6
THYMOL,OCTANOIC ACID,-,0.421,0.579,-,308.15,5.65
NONANOIC ACID,LAURIC ACID,-,0.75,0.25,-,313.15,5.669
CHOLINE CHLORIDE,M-CRESOL,-,0.167,0.833,-,353.15,5.67
CHOLINE CHLORIDE,O-CRESOL,-,0.125,0.875,-,338.15,5.68
THYMOL,STEARIC ACID,-,0.9,0.1,-,323.15,5.68
CHOLINE CHLORIDE,ETHYLENE GLYCOL,-,0.167,0.833,-,348.15,5.7
L-LYSINE,DECANOIC ACID,-,0.333,0.667,-,298.15,5.7
L-MENTHOL,OCTANOIC ACID,-,0.5,0.5,-,318.15,5.718
ALUMINIUM CHLORIDE ANHYDROUS,BUTYRAMIDE,-,0.565,0.435,-,373.0,5.7207
CHOLINE CHLORIDE,4-METHYLPHENOL,-,0.1,0.9,-,338.15,5.73
L-MENTHOL,PHENOL,-,0.1,0.9,-,313.15,5.738
THYMOL,DECANOIC ACID,-,0.5,0.5,-,318.15,5.74
L-MENTHOL,PHENOL,-,0.25,0.75,-,318.15,5.768
ALUMINIUM CHLORIDE ANHYDROUS,BUTYRAMIDE,-,0.524,0.476,-,373.0,5.796
CHOLINE CHLORIDE,ETHYLENE GLYCOL,-,0.25,0.75,-,358.15,5.8
THYMOL,HEPTANOIC ACID,-,0.333,0.667,-,298.15,5.8
IMIDAZOLE,ETHANOLAMINE,-,0.143,0.857,-,328.15,5.8
L-LYSINE,OXALIC ACID,-,0.333,0.667,-,298.15,5.8
COUMARIN,THYMOL,-,0.5,0.5,-,353.15,5.83
CHOLINE CHLORIDE,4-METHYLPHENOL,-,0.143,0.857,-,348.15,5.84
L-MENTHOL,TETRADECANOIC ACID,-,0.8,0.2,-,333.15,5.89
EUCALYPTOL,NONANOIC ACID,-,0.5,0.5,-,298.15,5.89
1-TETRADECANOL,OCTANOIC ACID,-,0.2,0.8,-,298.15,5.89
CHOLINE CHLORIDE,O-CRESOL,-,0.111,0.889,-,333.15,5.93
CHOLINE CHLORIDE,4-METHYLPHENOL,-,0.125,0.875,-,343.15,5.93
OCTANOIC ACID,LAURIC ACID,-,0.25,0.75,-,303.15,5.931
CHOLINE CHLORIDE,M-CRESOL,-,0.111,0.889,-,338.15,5.94
L-MENTHOL,PHENOL,-,0.3,0.7,-,318.15,5.942
THYMOL,LAURIC ACID,-,0.55,0.45,-,323.15,5.95
L-MENTHOL,DECANOIC ACID,-,0.5,0.5,-,323.15,5.972
ALUMINIUM CHLORIDE ANHYDROUS,BUTYRAMIDE,-,0.6,0.4,-,373.0,5.9794
THYMOL,TETRADECANOIC ACID,-,0.75,0.25,-,323.15,5.98
ALPHA-TERPINEOL,THYMOL,-,0.5,0.5,-,353.15,5.98
L-MENTHOL,OCTANOIC ACID,-,0.3,0.7,-,308.15,5.99
CHOLINE CHLORIDE,O-CRESOL,-,0.143,0.857,-,343.15,6.0
IMIDAZOLE,ACETIC ACID,-,0.5,0.5,-,353.15,6.0
L-MENTHOL,OCTANOIC ACID,-,0.4,0.6,-,313.15,6.01
ALUMINIUM CHLORIDE ANHYDROUS,PROPIONAMIDE,-,0.63,0.37,-,373.0,6.028
DECANOIC ACID,LAURIC ACID,-,0.667,0.333,-,318.15,6.059
ALUMINIUM CHLORIDE ANHYDROUS,PROPIONAMIDE,-,0.565,0.435,-,373.0,6.0866
L-MENTHOL,PHENOL,-,0.33,0.67,-,318.15,6.088
CHOLINE CHLORIDE,4-METHYLPHENOL,-,0.167,0.833,-,353.15,6.09
L-MENTHOL,PALMITIC ACID,-,0.85,0.15,-,333.15,6.09
CHOLINE CHLORIDE,ETHYLENE GLYCOL,-,0.2,0.8,-,348.15,6.1
DECANOIC ACID,LAURIC ACID,-,0.333,0.667,-,323.15,6.114
CHOLINE CHLORIDE,O-CRESOL,-,0.1,0.9,-,328.15,6.13
L-MENTHOL,PYRUVIC ACID,-,0.333,0.667,-,328.15,6.144
PYRUVIC ACID,L-MENTHOL,-,0.5,0.5,0,328.15,6.144
OCTANOIC ACID,LAURIC ACID,-,0.75,0.25,-,303.15,6.158
ALUMINIUM CHLORIDE ANHYDROUS,PROPIONAMIDE,-,0.6,0.4,-,373.0,6.1687
TRIOCTYLPHOSPHINE OXIDE,PHENOL,-,0.33,0.67,-,313.15,6.18
CHOLINE CHLORIDE,M-CRESOL,-,0.1,0.9,-,333.15,6.25
CHOLINE CHLORIDE,4-METHYLPHENOL,-,0.111,0.889,-,338.15,6.25
L-MENTHOL,STEARIC ACID,-,0.9,0.1,-,333.15,6.27
ALUMINIUM CHLORIDE ANHYDROUS,PROPIONAMIDE,-,0.524,0.476,-,373.0,6.2734
L-MENTHOL,PHENOL,-,0.2,0.8,-,313.15,6.276
FENCHOL,MENTHOL,-,0.5,0.5,-,353.15,6.28
CHOLINE CHLORIDE,O-CRESOL,-,0.167,0.833,-,348.15,6.29
THYMOL,PALMITIC ACID,-,0.8,0.2,-,323.15,6.29
L-ALANINE,OXALIC ACID,-,0.333,0.667,-,298.15,6.3
L-HISTIDINE,DECANOIC ACID,-,0.333,0.667,-,298.15,6.3
L-MENTHOL,L-LACTIC ACID,-,0.667,0.333,-,328.15,6.315
LAURIC ACID,L-MENTHOL,-,0.5,0.5,0,328.15,6.315
1-DECANOL,DECANOIC ACID,-,0.75,0.25,-,298.15,6.32
ALPHA-TERPINEOL,CAMPHOR,-,0.5,0.5,-,333.15,6.35
CHOLINE CHLORIDE,M-CRESOL,-,0.143,0.857,-,343.15,6.36
OCTANOIC ACID,NONANOIC ACID,-,0.5,0.5,-,298.15,6.36
EUCALYPTOL,DECANOIC ACID,-,0.5,0.5,-,298.15,6.37
CHOLINE CHLORIDE,M-CRESOL,-,0.125,0.875,-,338.15,6.39
ALUMINIUM CHLORIDE ANHYDROUS,BUTYRAMIDE,-,0.63,0.37,-,373.0,6.3981
COUMARIN,THYMOL,-,0.5,0.5,-,343.15,6.4
L-LYSINE,LAURIC ACID,-,0.333,0.667,-,298.15,6.4
CHOLINE CHLORIDE,M-CRESOL,-,0.167,0.833,-,348.15,6.42
L-MENTHOL,DECANOIC ACID,-,0.6,0.4,-,323.15,6.42
L-MENTHOL,THYMOL,-,0.5,0.5,-,343.15,6.42
IMIDAZOLE,ETHANOLAMINE,-,0.2,0.8,-,318.15,6.42
L-MENTHOL,OCTANOIC ACID,-,0.6,0.4,-,318.15,6.43
NONANOIC ACID,LAURIC ACID,-,0.75,0.25,-,308.15,6.47
L-MENTHOL,PHENOL,-,0.4,0.6,-,318.15,6.474
L-MENTHOL,LAURIC ACID,-,0.75,0.25,-,328.15,6.5
CHOLINE CHLORIDE,TRIETHYLENE GLYCOL,-,0.143,0.857,-,358.15,6.5
CHOLINE CHLORIDE,O-CRESOL,-,0.125,0.875,-,333.15,6.56
L-HISTIDINE,HEXANOIC ACID,-,0.333,0.667,-,293.15,6.6
L-MENTHOL,PHENOL,-,0.5,0.5,-,323.15,6.602
CHOLINE CHLORIDE,4-METHYLPHENOL,-,0.1,0.9,-,333.15,6.63
CHOLINE CHLORIDE,4-METHYLPHENOL,-,0.143,0.857,-,343.15,6.65
THYMOL,OCTANOIC ACID,-,0.421,0.579,-,303.15,6.68
ALUMINIUM CHLORIDE ANHYDROUS,BUTYRAMIDE,-,0.5,0.5,-,373.0,6.6896
THYMOL,DECANOIC ACID,-,0.5,0.5,-,313.15,6.78
CHOLINE CHLORIDE,4-METHYLPHENOL,-,0.167,0.833,-,348.15,6.79
CHOLINE CHLORIDE,4-METHYLPHENOL,-,0.125,0.875,-,338.15,6.79
CHOLINE CHLORIDE,ETHYLENE GLYCOL,-,0.167,0.833,-,338.15,6.8
EUCALYPTOL,UNDECANOIC ACID,-,0.5,0.5,-,298.15,6.8
ACETYLCHOLINE CHLORIDE,IMIDAZOLE,-,0.4,0.6,-,303.15,6.81
CHOLINE CHLORIDE,4-METHYLPHENOL,-,0.2,0.8,-,353.15,6.81
L-MENTHOL,OCTANOIC ACID,-,0.49,0.51,-,313.15,6.81
L-MENTHOL,OCTANOIC ACID,-,0.5,0.5,-,313.15,6.83
OCTANOIC ACID,LAURIC ACID,-,0.25,0.75,-,298.15,6.848
L-MENTHOL,PHENOL,-,0.6,0.4,-,323.15,6.878
CHOLINE CHLORIDE,M-CRESOL,-,0.111,0.889,-,333.15,6.88
THYMOL,STEARIC ACID,-,0.9,0.1,-,318.15,6.88
THYMOL,1-TETRADECANOL,-,0.5,0.5,-,323.15,6.889
CHOLINE CHLORIDE,ETHYLENE GLYCOL,-,0.25,0.75,-,348.15,6.9
CHOLINE CHLORIDE,ETHYLENE GLYCOL,-,0.333,0.667,-,358.15,6.9
CHOLINE CHLORIDE,O-CRESOL,-,0.111,0.889,-,328.15,6.9
L-MENTHOL,ACETIC ACID,-,0.5,0.5,-,303.15,6.904
L-MENTHOL,PHENOL,-,0.25,0.75,-,313.15,6.904
ACETIC ACID,L-MENTHOL,-,0.5,0.5,0,303.15,6.904
DECANOIC ACID,LAURIC ACID,-,0.667,0.333,-,313.15,6.909
CHOLINE CHLORIDE,ETHYLENE GLYCOL,-,0.143,0.857,-,333.15,6.91
CHOLINE CHLORIDE,O-CRESOL,-,0.143,0.857,-,338.15,6.92
IMIDAZOLE,ETHANOLAMINE,-,0.25,0.75,-,318.15,6.92
ALUMINIUM CHLORIDE ANHYDROUS,BUTYRAMIDE,-,0.565,0.435,-,363.0,6.9224
ALPHA-TERPINEOL,MENTHOL,-,0.5,0.5,-,343.15,6.95
IMIDAZOLE,ETHANOLAMINE,-,0.333,0.667,-,318.15,6.96
ALUMINIUM CHLORIDE ANHYDROUS,BUTYRAMIDE,-,0.524,0.476,-,363.0,6.9619
L-MENTHOL,CAMPHOR,-,0.5,0.5,-,333.15,7.0
L-MENTHOL,OCTANOIC ACID,-,0.3,0.7,-,303.15,7.0
DECANOIC ACID,LAURIC ACID,-,0.333,0.667,-,318.15,7.01
THYMOL,LAURIC ACID,-,0.55,0.45,-,318.15,7.01
L-MENTHOL,L-LACTIC ACID,-,0.333,0.667,-,353.15,7.013
LACTIC ACID,L-MENTHOL,-,0.5,0.5,0,353.15,7.013
FENCHOL,MENTHOL,-,0.5,0.5,-,343.15,7.02
CHOLINE CHLORIDE,O-CRESOL,-,0.2,0.8,-,353.15,7.05
ALUMINIUM CHLORIDE ANHYDROUS,BUTYRAMIDE,-,0.6,0.4,-,363.0,7.0536
L-MENTHOL,OCTANOIC ACID,-,0.4,0.6,-,308.15,7.07
OCTANOIC ACID,LAURIC ACID,-,0.75,0.25,-,298.15,7.085
L-MENTHOL,DECANOIC ACID,-,0.5,0.5,-,318.15,7.087
ALPHA-TERPINEOL,THYMOL,-,0.5,0.5,-,343.15,7.1
THYMOL,OCTANOIC ACID,-,0.333,0.667,-,298.15,7.12
THYMOL,TETRADECANOIC ACID,-,0.75,0.25,-,318.15,7.16
EUCALYPTOL,LAURIC ACID,-,0.5,0.5,-,298.15,7.16
LAURIC ACID,OCTANOIC ACID,-,0.333,0.667,-,298.15,7.16
CHOLINE CHLORIDE,M-CRESOL,-,0.2,0.8,-,353.15,7.17
L-MENTHOL,TETRADECANOIC ACID,-,0.8,0.2,-,328.15,7.17
L-MENTHOL,PHENOL,-,0.67,0.33,-,323.15,7.191
CHOLINE CHLORIDE,O-CRESOL,-,0.167,0.833,-,343.15,7.21
L-MENTHOL,PHENOL,-,0.3,0.7,-,313.15,7.218
CHOLINE CHLORIDE,O-CRESOL,-,0.1,0.9,-,323.15,7.22
CAMPHOR,THYMOL,-,0.5,0.5,-,343.15,7.22
CHOLINE CHLORIDE,4-METHYLPHENOL,-,0.111,0.889,-,333.15,7.23
ALUMINIUM CHLORIDE ANHYDROUS,BUTYRAMIDE,-,0.63,0.37,-,363.0,7.251
CHOLINE CHLORIDE,M-CRESOL,-,0.143,0.857,-,338.15,7.3
FENCHOL,THYMOL,-,0.5,0.5,-,343.15,7.3
L-HISTIDINE,LAURIC ACID,-,0.333,0.667,-,298.15,7.3
CHOLINE CHLORIDE,M-CRESOL,-,0.167,0.833,-,343.15,7.32
CHOLINE CHLORIDE,M-CRESOL,-,0.1,0.9,-,328.15,7.32
L-MENTHOL,PHENOL,-,0.33,0.67,-,313.15,7.364
CHOLINE CHLORIDE,M-CRESOL,-,0.125,0.875,-,333.15,7.4
L-LYSINE,OXALIC ACID,-,0.333,0.667,-,293.15,7.4
OCTANOIC ACID,DECANOIC ACID,-,0.5,0.5,-,298.15,7.44
NONANOIC ACID,LAURIC ACID,-,0.75,0.25,-,303.15,7.443
L-MENTHOL,PALMITIC ACID,-,0.85,0.15,-,328.15,7.46
ALUMINIUM CHLORIDE ANHYDROUS,PROPIONAMIDE,-,0.565,0.435,-,363.0,7.4755
ALUMINIUM CHLORIDE ANHYDROUS,PROPIONAMIDE,-,0.5,0.5,-,373.0,7.4758
ALUMINIUM CHLORIDE ANHYDROUS,PROPIONAMIDE,-,0.6,0.4,-,363.0,7.4856
L-MENTHOL,PHENOL,-,0.7,0.3,-,323.15,7.492
ALUMINIUM CHLORIDE ANHYDROUS,PROPIONAMIDE,-,0.63,0.37,-,363.0,7.4963
CHOLINE CHLORIDE,ETHYLENE GLYCOL,-,0.167,0.833,-,333.15,7.5
CHOLINE CHLORIDE,TRIETHYLENE GLYCOL,-,0.167,0.833,-,358.15,7.5
ALUMINIUM CHLORIDE ANHYDROUS,PROPIONAMIDE,-,0.524,0.476,-,363.0,7.5063
L-MENTHOL,PYRUVIC ACID,-,0.333,0.667,-,323.15,7.511
PYRUVIC ACID,L-MENTHOL,-,0.5,0.5,0,323.15,7.511
THYMOL,PALMITIC ACID,-,0.8,0.2,-,318.15,7.54
CHOLINE CHLORIDE,ETHYLENE GLYCOL,-,0.2,0.8,-,338.15,7.6
L-MENTHOL,L-LACTIC ACID,-,0.667,0.333,-,323.15,7.61
LAURIC ACID,L-MENTHOL,-,0.5,0.5,0,323.15,7.61
CHOLINE CHLORIDE,4-METHYLPHENOL,-,0.143,0.857,-,338.15,7.62
CHOLINE CHLORIDE,O-CRESOL,-,0.125,0.875,-,328.15,7.67
L-MENTHOL,PHENOL,-,0.75,0.25,-,323.15,7.69
ETHYLAMMONIUM CHLORIDE,4-METHYLPHENOL,-,0.25,0.75,-,353.15,7.7
CHOLINE CHLORIDE,4-METHYLPHENOL,-,0.167,0.833,-,343.15,7.72
L-MENTHOL,DECANOIC ACID,-,0.6,0.4,-,318.15,7.73
L-MENTHOL,STEARIC ACID,-,0.9,0.1,-,328.15,7.77
CHOLINE CHLORIDE,4-METHYLPHENOL,-,0.2,0.8,-,348.15,7.78
CHOLINE CHLORIDE,4-METHYLPHENOL,-,0.1,0.9,-,328.15,7.78
L-CYSTINE,HEXANOIC ACID,-,0.333,0.667,-,298.15,7.8
L-MENTHOL,OCTANOIC ACID,-,0.6,0.4,-,313.15,7.815
CHOLINE CHLORIDE,4-METHYLPHENOL,-,0.125,0.875,-,333.15,7.85
TRIOCTYLPHOSPHINE OXIDE,DECANOIC ACID,-,0.5,0.5,-,343.15,7.854
ALLYLTRIPHENYLPHOSPHONIUM BROMIDE,DIETHYLENE GLYCOL,-,0.059,0.941,-,343.15,7.87
L-MENTHOL,PHENOL,-,0.2,0.8,-,308.15,7.88
CHOLINE CHLORIDE,ETHYLENE GLYCOL,-,0.143,0.857,-,328.15,7.89
ALUMINIUM CHLORIDE ANHYDROUS,BUTYRAMIDE,-,0.5,0.5,-,363.0,7.9002
OCTANOIC ACID,LAURIC ACID,-,0.25,0.75,-,293.15,7.913
DECANOIC ACID,LAURIC ACID,-,0.667,0.333,-,308.15,7.939
L-MENTHOL,LAURIC ACID,-,0.75,0.25,-,323.15,7.94
DECANOIC ACID,LAURIC ACID,-,0.333,0.667,-,313.15,7.972
L-MENTHOL,DECANOIC ACID,-,0.41,0.59,-,313.15,7.98
L-MENTHOL,PHENOL,-,0.4,0.6,-,313.15,7.99
THYMOL,OCTANOIC ACID,-,0.421,0.579,-,298.15,8.0
CHOLINE CHLORIDE,TRIETHYLENE GLYCOL,-,0.143,0.857,-,348.15,8.0
CHOLINE CHLORIDE,O-CRESOL,-,0.143,0.857,-,333.15,8.04
CHOLINE CHLORIDE,O-CRESOL,-,0.2,0.8,-,348.15,8.04
L-MENTHOL,EUCALYPTOL,-,0.5,0.5,-,298.15,8.04
CHOLINE CHLORIDE,M-CRESOL,-,0.111,0.889,-,328.15,8.05
CHOLINE CHLORIDE,TRIETHYLENE GLYCOL,-,0.2,0.8,-,358.15,8.1
NONANOIC ACID,DECANOIC ACID,-,0.5,0.5,-,298.15,8.1
CHOLINE CHLORIDE,O-CRESOL,-,0.111,0.889,-,323.15,8.11
L-MENTHOL,PHENOL,-,0.5,0.5,-,318.15,8.11
THYMOL,DECANOIC ACID,-,0.5,0.5,-,308.15,8.12
CHOLINE CHLORIDE,M-CRESOL,-,0.2,0.8,-,348.15,8.15
IMIDAZOLE,ETHANOLAMINE,-,0.167,0.833,-,318.15,8.2
L-ALANINE,DECANOIC ACID,-,0.333,0.667,-,298.15,8.2
L-MENTHOL,OCTANOIC ACID,-,0.49,0.51,-,308.15,8.2
1-TETRADECANOL,UREA,-,0.2,0.8,-,298.15,8.22
L-MENTHOL,OCTANOIC ACID,-,0.3,0.7,-,298.15,8.22
L-MENTHOL,PHENOL,-,0.8,0.2,-,323.15,8.222
OCTANOIC ACID,LAURIC ACID,-,0.75,0.25,-,293.15,8.223
L-MENTHOL,OCTANOIC ACID,-,0.5,0.5,-,308.15,8.257
L-ALANINE,LAURIC ACID,-,0.333,0.667,-,298.15,8.3
CHOLINE CHLORIDE,O-CRESOL,-,0.167,0.833,-,338.15,8.31
CAMPHOR,THYMOL,-,0.5,0.5,-,333.15,8.35
ACETYLCHOLINE CHLORIDE,1.2.4-TRIAZOLE,-,0.5,0.5,-,363.15,8.37
THYMOL,LAURIC ACID,-,0.55,0.45,-,313.15,8.37
L-MENTHOL,OCTANOIC ACID,-,0.4,0.6,-,303.15,8.37
ALUMINIUM CHLORIDE ANHYDROUS,PROPIONAMIDE,-,0.565,0.435,-,353.0,8.3767
L-MENTHOL,DECANOIC ACID,-,0.48,0.52,-,313.15,8.38
CHOLINE CHLORIDE,M-CRESOL,-,0.167,0.833,-,338.15,8.4
CHOLINE CHLORIDE,4-METHYLPHENOL,-,0.111,0.889,-,328.15,8.42
CHOLINE CHLORIDE,M-CRESOL,-,0.143,0.857,-,333.15,8.46
1-DODECANOL,OCTANOIC ACID,-,0.333,0.667,-,298.15,8.46
L-MENTHOL,HEXANOIC ACID,-,0.5,0.5,-,298.15,8.48
L-MENTHOL,L-LACTIC ACID,-,0.333,0.667,-,348.15,8.487
LACTIC ACID,L-MENTHOL,-,0.5,0.5,0,348.15,8.487
CHOLINE CHLORIDE,ETHYLENE GLYCOL,-,0.25,0.75,-,338.15,8.5
CHOLINE CHLORIDE,ETHYLENE GLYCOL,-,0.333,0.667,-,348.15,8.5
IMIDAZOLE,ETHANOLAMINE,-,0.143,0.857,-,318.15,8.5
L-MENTHOL,DECANOIC ACID,-,0.5,0.5,-,313.15,8.503
L-MENTHOL,PHENOL,-,0.6,0.4,-,318.15,8.506
ALUMINIUM CHLORIDE ANHYDROUS,BUTYRAMIDE,-,0.565,0.435,-,353.0,8.5881
ALUMINIUM CHLORIDE ANHYDROUS,BUTYRAMIDE,-,0.6,0.4,-,353.0,8.5941
L-MENTHOL,THYMOL,-,0.5,0.5,-,333.15,8.6
L-ALANINE,HEXANOIC ACID,-,0.333,0.667,-,293.15,8.6
CHOLINE CHLORIDE,O-CRESOL,-,0.1,0.9,-,318.15,8.61
NONANOIC ACID,LAURIC ACID,-,0.75,0.25,-,298.15,8.636
CHOLINE CHLORIDE,M-CRESOL,-,0.125,0.875,-,328.15,8.65
ALUMINIUM CHLORIDE ANHYDROUS,PROPIONAMIDE,-,0.6,0.4,-,353.0,8.6581
CHOLINE CHLORIDE,M-CRESOL,-,0.1,0.9,-,323.15,8.67
L-MENTHOL,PHENOL,-,0.25,0.75,-,308.15,8.682
THYMOL,TETRADECANOIC ACID,-,0.75,0.25,-,313.15,8.69
L-MENTHOL,ACETIC ACID,-,0.5,0.5,-,298.15,8.691
ACETIC ACID,L-MENTHOL,-,0.5,0.5,0,298.15,8.691
ALUMINIUM CHLORIDE ANHYDROUS,BUTYRAMIDE,-,0.524,0.476,-,353.0,8.7889
CHOLINE CHLORIDE,4-METHYLPHENOL,-,0.143,0.857,-,333.15,8.81
ALUMINIUM CHLORIDE ANHYDROUS,ACETAMIDE,-,0.6,0.4,-,373.0,8.8311
L-MENTHOL,TETRADECANOIC ACID,-,0.8,0.2,-,323.15,8.85
CHOLINE CHLORIDE,4-METHYLPHENOL,-,0.167,0.833,-,338.15,8.87
CHOLINE CHLORIDE,ETHYLENE GLYCOL,-,0.167,0.833,-,328.15,8.93
CHOLINE CHLORIDE,4-METHYLPHENOL,-,0.2,0.8,-,343.15,8.94
ALUMINIUM CHLORIDE ANHYDROUS,PROPIONAMIDE,-,0.5,0.5,-,363.0,8.9435
ALLYLTRIPHENYLPHOSPHONIUM BROMIDE,DIETHYLENE GLYCOL,-,0.091,0.909,-,343.15,8.97
THYMOL,1-TETRADECANOL,-,0.5,0.5,-,318.15,8.975
CHOLINE CHLORIDE,PROPYLENE GLYCOL,-,0.333,0.667,-,353.0,9.0
CHOLINE CHLORIDE,ETHYLENE GLYCOL,-,0.333,0.667,-,353.15,9.0
CHOLINE CHLORIDE,TRIETHYLENE GLYCOL,-,0.25,0.75,-,358.15,9.0
L-MENTHOL,PHENOL,-,0.67,0.33,-,318.15,9.007
CHOLINE CHLORIDE,ETHYLENE GLYCOL,-,0.2,0.8,-,333.15,9.01
ALUMINIUM CHLORIDE ANHYDROUS,BUTYRAMIDE,-,0.63,0.37,-,353.0,9.0184
L-MENTHOL,PHENOL,-,0.3,0.7,-,308.15,9.028
ALUMINIUM CHLORIDE ANHYDROUS,ACETAMIDE,-,0.565,0.435,-,373.0,9.0292
CHOLINE CHLORIDE,O-CRESOL,-,0.125,0.875,-,323.15,9.06
CHOLINE CHLORIDE,ETHYLENE GLYCOL,-,0.143,0.857,-,323.15,9.07
ALLYLTRIPHENYLPHOSPHONIUM BROMIDE,DIETHYLENE GLYCOL,-,0.059,0.941,-,338.15,9.082
ALUMINIUM CHLORIDE ANHYDROUS,PROPIONAMIDE,-,0.63,0.37,-,353.0,9.0949
TRIOCTYLPHOSPHINE OXIDE,DECANOIC ACID,-,0.5,0.5,-,338.15,9.102
CHOLINE CHLORIDE,4-METHYLPHENOL,-,0.125,0.875,-,328.15,9.13
ALUMINIUM CHLORIDE ANHYDROUS,PROPIONAMIDE,-,0.524,0.476,-,353.0,9.1435
ALUMINIUM CHLORIDE ANHYDROUS,ACETAMIDE,-,0.524,0.476,-,373.0,9.163
DECANOIC ACID,LAURIC ACID,-,0.333,0.667,-,308.15,9.182
DECANOIC ACID,LAURIC ACID,-,0.667,0.333,-,303.15,9.199
CHOLINE CHLORIDE,4-METHYLPHENOL,-,0.1,0.9,-,323.15,9.2
THYMOL,PALMITIC ACID,-,0.8,0.2,-,313.15,9.21
TRIOCTYLPHOSPHINE OXIDE,LAURIC ACID,-,0.5,0.5,-,343.15,9.225
