TZVP,_0,_1,_2,_3,_4,_5,_6,_7,_8,_9,_10,_11,_12,_13,_14,_15,_16,_17,_18,_19,_20,_21,_22,_23,_24,_25,_26,_27,_28,_29,_30,_31,_32,_33,_34,_35,_36,_37,_38,_39,_40,_41,_42,_43,_44,_45,_46,_47,_48,_49,_50,_51,_52,_53,_54,_55,_56,_57,_58,_59,_60
PENTITOL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215,1.313,2.958,3.594,3.462,3.548,3.549,3.144,2.464,2.616,3.399,3.454,4.22,7.863,11.631,11.441,8.858,6.937,5.939,5.507,5.104,4.042,3.539,3.539,3.139,3.217,3.066,2.329,2.36,2.787,2.71,2.744,3.943,5.927,6.583,5.84,5.416,5.198,3.623,1.223,0.084,0,0,0,0,0,0
PHENFORMIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0.493,0.891,1.298,2.087,3.406,4.24,4.388,4.835,5.174,4.487,3.454,3.973,7.092,12.614,17.176,17.573,14.644,10.558,8.482,8.562,9.331,9.338,7.875,8.048,10.236,12.24,13.215,10.76,6.035,3.571,2.648,2.028,1.7,1.157,1.002,1.969,3.051,2.577,1.716,1.555,1.655,1.715,1.923,1.99,1.455,1.449,2
PHENOL,0,0,0,0,0,0,0,0,0,0.149,0.666,1.019,1.022,1.323,1.407,0.838,0.349,0.261,0.423,0.628,0.791,1.493,3.785,7.344,9.168,7.646,5.597,4.863,4.457,4.384,4.769,5.168,6.03,7.627,8.991,10.254,10.786,7.586,3.313,1.834,1.223,0.906,1.475,1.836,1.348,0.478,0.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHENYL SALICYLATE,0,0,0,0,0,0,0,0,0,0,0,0.012,0.253,0.703,0.971,1.366,1.63,1.041,0.406,0.232,0.204,0.367,0.634,0.912,1.805,5.004,11.637,17.14,15.821,11.158,8.657,8.087,8.063,8.479,9.185,10.147,11.839,12.8,14.237,16.183,12.92,6.887,3.972,3.317,3.994,5.407,5.127,3.415,2.23,1.251,0.343,0.021,0,0,0,0,0,0,0,0,0
PHENYLACETIC ACID,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.533,1.26,1.598,1.425,0.814,0.343,0.582,0.941,0.698,0.302,0.332,0.48,1.524,5.726,11.726,13.734,11.417,9.273,8.113,7.593,6.827,5.754,5.296,5.604,7.083,9.281,11.769,11.469,6.937,2.981,2.392,3.254,4.174,4.352,3.402,2.246,1.019,0.158,0,0,0,0,0,0,0,0,0,0
PHENYLTRIMETHYLAMMONIUM CHLORIDE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0.108,0.331,0.744,2.416,6.874,12.105,14.371,14.77,13.388,10.23,11.57,14.794,11.662,8.121,8.561,7.899,6.987,7.821,8.941,7.359,2.957,0.313,0.103,0.326,0.372,0.179,0.029,0.511,2.126,3.107,1.897,2.256,9.819,14.596,7.125,0.496,0,0,0,0,0,0
PIMELIC ACID,0,0,0,0,0,0,0,0,0,0,0,0,0.048,0.752,1.98,3.017,3.304,2.045,0.671,0.691,1.463,1.732,1.028,0.686,0.896,0.987,3.228,6.508,8.598,12.648,18.432,21.083,17.898,12.517,7.973,4.969,4.256,3.587,2.828,3.156,3.933,4.32,4.117,3.974,4.925,6.614,8.176,7.985,5.914,4.068,2.007,0.391,0.053,0,0,0,0,0,0,0,0
POTASSIUM CARBONATE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.256,20.051,23.715,12.633,3.939,3.964,5.824,4.427,1.443,0.105,0.002,0,0,0.656,3.572,5.93,3.767,0.753,0,0,0,0.046,0.22,0.462,0.84,1.574,2.058,1.467,0.458,0.214,0.612,1.138,2.225,3.162,3.284,3.028,2.327,2.095,2.824,3.969,4.628,3.955,3
POTASSIUM THIOCYANATE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.549,14.512,15.607,6.762,2.703,2.372,0.873,0.087,0,0.58,2.166,2.592,1.006,0,0,0,0,0.116,0.352,1.059,1.564,0.787,1.741,6.302,8.961,7.253,5.898,6.616,8.184,11.509,11.712,5.072,0.303,0,0,0,0,0,0,0,0,0,0,0
PRILOCAINE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236,0.713,1.035,1.125,1.092,0.968,0.814,0.914,1.257,1.422,2.122,4.662,8.688,12.474,16.95,21.848,23.601,22.216,18.817,17.536,19.926,20.14,16.099,10.924,9.694,9.988,6.212,2.183,1.02,0.953,1.283,1.734,2.237,2.745,2.887,2.517,1.912,1.399,0.777,0.297,0.282,0.332,0.266,0.196,0.08,0
PROPIONAMIDE,0,0,0,0,0,0,0,0,0,0,0,0,0.149,0.718,1.733,2.47,2.425,2.341,2.23,1.552,1.036,1.458,2.114,2.683,4.172,6.386,8.048,8.047,7.019,6.826,6.914,6.938,6.93,5.064,2.56,1.73,1.92,1.694,0.85,0.476,0.89,1.163,1.019,1.036,1.775,3.463,4.131,2.991,1.821,0.82,0.119,0,0,0,0,0,0,0,0,0,0
PROPIONIC ACID,0,0,0,0,0,0,0,0,0,0,0,0,0.022,0.355,0.95,1.491,1.681,1.059,0.343,0.336,0.753,0.901,0.497,0.313,0.441,0.485,1.802,3.955,5.476,7.438,9.375,9.585,8.332,6.745,4.935,4.275,4.609,3.374,1.777,1.554,1.882,2.047,2.129,2.076,2.314,3.196,4.169,4.113,3,2.052,1.069,0.243,0.037,0,0,0,0,0,0,0,0
PROPRANOLOL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012,0.118,0.58,0.951,0.775,0.962,2.406,6.588,13.969,21.079,25.85,27.252,23.855,19.665,17.271,14.808,14.966,18.678,20.559,19.847,19.288,16.117,8.757,3.086,1.816,1.655,1.209,1.049,1.416,1.969,1.947,1.613,1.561,1.419,0.811,0.201,0.008,0,0,0,0,0,0,0,0,0
PROPYLENE GLYCOL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,1.216,4.484,8.523,10.254,9.112,7.025,5.849,5.958,7.215,7.664,5.869,4.063,3.311,2.997,2.84,2.429,1.96,1.334,0.492,0.053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P-TOLUENESULFONIC ACID,0,0,0,0,0,0,0,0,0,0.038,0.251,0.674,1.068,1.181,1.234,1.178,0.785,0.57,0.575,0.485,0.359,0.264,0.258,0.638,2.092,4.607,6.535,8.097,10.277,10.784,9.299,8.147,7.823,8.676,11.114,12.9,12.767,10.955,6.883,3.448,3.091,3.522,4.355,6.659,9.365,9.792,6.035,1.608,0.058,0,0,0,0,0,0,0,0,0,0,0,0
PYRIDINE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.283,2.11,6.944,10.877,9.399,6.47,5.174,3.972,4.014,5.125,5.963,8.468,12.224,12.434,7.431,2.927,1.549,0.773,0.43,0.763,1.049,0.989,0.911,0.802,0.803,1.036,0.917,0.552,0.597,0.848,0.716,0.396,0.19,0.052,0,0,0,0,0,0,0
PYRUVIC ACID,0,0,0,0,0,0,0,0,0,0,0,0.059,0.691,1.601,1.716,1.191,0.647,0.609,0.941,0.778,0.329,0.265,0.647,1.373,2.169,3.29,4.99,6.364,6.825,6.314,5.268,5.009,5.557,5.231,3.362,1.769,1.809,2.062,2.167,2.797,2.952,2.575,3.249,5.384,7.023,6.778,5.542,4.03,2.149,0.587,0.033,0,0,0,0,0,0,0,0,0,0
RANITIDINE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032,0.674,2.306,3.254,2.755,2.368,2.012,1.206,0.734,0.935,2.767,7.601,14.049,18.734,21.448,23.288,22.779,21.946,23.649,23.908,21.437,18.136,13.579,9.911,8.65,9.513,10.696,8.706,5.542,5.226,6.363,6.512,5.982,6.337,6.842,5.685,4.053,3.2,2.563,1.582,0.565,0.249,0.294,0.13,0.006,0,0
RESORCINOL,0,0,0,0,0,0,0,0,0,0.324,1.368,1.976,2.013,2.741,2.782,1.586,0.731,0.564,0.808,1.166,1.536,2.783,4.874,6.682,6.649,4.84,3.808,3.609,3.281,3.573,4.465,5.073,5.688,7.411,9.607,10.812,10.239,7.171,4.274,3.519,2.49,1.947,3.082,3.68,2.559,0.854,0.058,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALICYLIC ACID,0,0,0,0,0,0,0,0,0.139,0.951,2.157,3.025,3.199,2.089,0.76,0.586,1.141,1.529,1.247,0.974,1.506,2.964,5.58,7.546,6.515,4.62,4.579,5.664,6.373,6.912,7.394,7.928,9.092,9.474,9.644,8.832,5.477,2.953,2.361,2.205,2.172,2.862,4.502,5.229,4.489,3.369,1.794,0.46,0.051,0,0,0,0,0,0,0,0,0,0,0,0
SODIUM LAURATE,0,0,0,0,0,0,0,0,0,0.851,4.021,6.318,4.536,2.288,1.579,1.409,1.222,0.601,0.119,0.01,0,0.17,1.409,2.546,1.546,0.239,0,0.001,0.266,1.84,8.463,22.631,37.498,42.228,36.235,28.184,21.819,18.953,15.946,7.467,1.721,1.196,1.918,2.942,2.241,0.932,0.527,0.591,1.319,2.551,2.847,3.124,4.253,4.266,3.145,2.072,1.122,0.486,0.192,0.049,0
STEARIC ACID,0,0,0,0,0,0,0,0,0,0,0,0,0.018,0.355,0.971,1.498,1.639,1.028,0.356,0.337,0.705,0.875,0.54,0.34,0.443,0.457,1.455,3.091,4.012,6.152,16.937,39.423,60.235,64.788,54.089,39.748,28.256,23.441,19.915,9.257,2.252,2.039,2.098,2.153,2.417,3.183,4.104,4.108,3.019,2.054,1.06,0.229,0.034,0,0,0,0,0,0,0,0
STEARYL ALCOHOL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042,0.511,1.241,1.303,1.06,1.208,1.141,0.616,0.28,0.307,0.525,0.779,0.663,0.481,2.764,15.454,40.349,63.387,69.798,58.976,43.887,31.711,25.759,20.97,8.519,0.698,0.893,0.836,0.511,0.454,0.533,0.597,0.823,1.441,1.777,1.338,1.203,1.69,1.593,0.662,0.058,0,0,0,0,0
SUCCINIC ACID,0,0,0,0,0,0,0,0.259,1.194,2.001,1.731,2.127,2.906,1.876,0.906,1.037,0.991,0.977,1.75,3.261,5.77,8.324,7.983,5.788,4.464,3.913,4.448,5.158,4.286,2.85,1.898,1.532,1.679,1.856,2.271,3.098,3.693,3.47,3.163,4.466,6.432,8.835,10.68,8.339,4.609,2.634,1.273,0.327,0,0,0,0,0,0,0,0,0,0,0,0,0
SUCCINIMIDE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124,0.827,1.599,1.555,1.023,0.521,0.606,1.091,1.152,0.725,0.967,4.76,10.446,11.627,8.961,6.642,5.484,5.618,5.811,4.732,2.754,1.583,1.714,1.388,0.676,1.098,2.331,2.633,2.05,1.926,2.387,4.474,7.351,7.226,5.183,3.714,1.832,0.311,0,0,0,0,0,0,0,0,0
SUCROSE,0,0,0,0,0,0,0,0,0,0.075,0.714,2.528,4.881,5.936,6.077,6.634,6.609,5.925,5.327,5.203,6.623,8.931,11.651,14.888,16.745,16.391,14.754,13.374,12.227,10.203,7.661,5.865,5.804,6.14,5.668,5.243,5.367,6.192,7.541,8.106,7.833,8.371,9.906,10.737,10.669,10.646,9.763,6.691,2.754,0.862,0.82,0.614,0.165,0,0,0,0,0,0,0,0
SULFATHIAZOLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037,0.161,0.527,0.963,1.425,2.277,3.04,3.428,3.811,3.703,3.582,5.957,9.698,10.661,8.814,7.01,6.667,6.819,6.649,6.922,8.83,12.177,16.145,19.151,18.136,14.313,10.095,5.799,3.713,4.47,6.703,9.087,9.488,7.101,3.375,0.981,0.607,0.847,0.835,0.442,0.093,0.002,0,0,0,0
TESTOSTERONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011,0.101,0.444,0.667,0.453,0.581,0.994,0.914,0.64,0.457,0.351,0.963,3.793,10.819,21.96,32.432,36.575,33.977,28.785,24.508,21.631,17.986,12.142,6.743,3.523,1.731,1.327,1.56,1.51,1.85,2.295,2.582,4.263,5.558,4.499,3.533,3.238,2.005,0.568,0.037,0,0,0,0
TETRABUTYLAMMONIUM BROMIDE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032,0.276,1.889,5.551,8.899,10.057,10.698,13.621,24.211,38.435,43.147,37.152,27.68,21.933,21.127,22.335,18.617,7.715,0.814,0.038,0,0,0.088,0.492,0.975,1.139,2.409,4.351,4.197,4.52,9.795,12.038,5.316,0
TETRABUTYLAMMONIUM CHLORIDE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.171,1.365,4.493,8.154,9.819,10.594,13.295,23.25,37.768,43.284,37.595,28.345,22.74,21.467,22.74,20.065,8.974,1.219,0.152,0,0,0,0,0.237,0.803,1.352,2.382,3.754,3.664,3.163,6.833,10.183,6
TETRABUTYLAMMONIUM HYDROGEN SULFATE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277,0.866,1.078,0.787,0.817,1.109,0.883,0.483,0.568,1.172,2.925,6.142,9.024,10.39,11.407,14.775,25.55,38.806,42.261,35.676,26.533,21.646,20.952,21.927,18.966,8.758,1.635,1.219,2.3,2.741,2.588,2.926,4.259,5.772,6.731,8.108,9.911,10.318,7.262,2.475,0.17,0
TETRABUTYLPHOSPHONIUM BROMIDE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206,0.766,3.029,7.832,11.507,12.852,16.121,20.203,28.346,41.551,47.032,40.415,28.196,20.709,19.459,20.099,17.832,9.473,3.184,1.144,0.132,0,0,0,0,0.013,0.413,2.24,3.585,10.604,20.711,15.136,3.284,0
TETRABUTYLPHOSPHONIUM CHLORIDE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202,0.784,2.928,7.574,11.53,13.116,16.08,19.828,27.817,41.243,47.116,40.472,28.342,20.997,19.38,19.307,17.051,8.818,2.8,2.333,1.496,0.268,0,0,0,0,0,0,0.4,1.999,3.688,12.065,19.911,11
TETRACAINE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064,0.34,0.67,0.93,1.085,0.949,0.753,0.698,0.926,1.631,3.734,8.206,14.892,22.945,28.899,32.032,33.153,29.816,25.198,21.986,18.926,16.944,14.636,12.49,10.914,7.131,3.305,2.066,2.123,1.814,1.941,3.506,4.32,3.317,1.973,1.017,0.351,0.321,1
TETRACYCLINE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023,0.274,1.161,2.047,1.982,2.123,2.552,2.17,2.21,2.575,2.941,5.902,12.935,20.662,24.945,24.949,22.431,21.672,23.6,24.608,22.329,19.352,18.18,16.719,14.033,10.751,8.175,7.558,7.806,7.513,6.867,7.058,7.924,8.199,6.977,4.579,2.803,2.076,1.347,0.45,0.015,0,0,0,0
TETRADECANOIC ACID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019,0.357,0.974,1.499,1.636,1.026,0.357,0.338,0.705,0.874,0.541,0.345,0.444,0.448,1.461,3.134,4.079,6.175,15.211,32.524,47.206,49.07,40.245,29.589,21.712,18.617,15.378,7.072,2.201,2.036,1.91,2.043,2.482,3.231,4.078,4.079,3.031,2.098,1.068,0.215,0.032,0,0
TETRAETHYLAMMONIUM BROMIDE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.932,4.661,9.502,13.808,18.71,22.57,23.019,18.894,13.409,10.771,12.026,13.201,8.254,2.076,0.128,0.013,0.119,0.276,0.356,0.466,0.485,0.303,0.418,2.025,3.853,2.936,2.147,10.191,16.74,8.251,0.344,0
TETRAETHYLAMMONIUM CHLORIDE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.474,3.423,8.531,13.354,17.985,22.115,22.754,18.823,14,10.787,11.808,14.297,9.953,3.106,0.488,0.089,0,0.033,0.161,0.332,0.4,0.416,0.388,0.326,0.619,2.158,3.507,2.411,6.386,13.489,9.781,2
TETRAETHYLAMMONIUM P-TOLUENESULFONATE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014,0.188,1.357,5.325,10.953,16.383,23.194,30.129,31.735,25.959,19.345,17.076,17.916,19.689,17.305,11.281,7.875,8.42,10.827,9.588,4.355,1.427,1.234,1.332,1.316,1.606,3.647,7.017,8.325,7.652,7.569,6.338,3.075,1
TETRAETHYLENE GLYCOL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51,2.06,2.953,2.426,2.345,2.432,1.587,0.692,0.512,1.064,1.713,1.417,0.995,10.056,31.537,39.645,25.746,16.945,18.307,14.721,7.367,4.121,4.359,4.149,3.22,2.582,1.858,1.52,2.36,3.654,6.351,8.825,6.7,4.385,5.089,4.848,3.888,3.076,1.407,0
TETRAETHYLENEPENTAMINE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017,1.195,5.094,8.196,8.603,9.342,8.859,6.175,7.125,14.577,22.109,26.985,28.931,24.136,16.097,12.122,11.451,9.499,6.682,4.239,2.38,1.646,1.465,1.47,1.886,2.285,2.266,2.318,2.208,1.646,1.356,1.564,2.594,3.94,4
TETRAHEPTYLAMMONIUM CHLORIDE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161,1.358,4.384,7.45,8.763,10.116,12.979,20.61,40.49,68.37,85.571,79.567,60.457,46.462,40.888,37.173,24.693,7.43,0.151,0,0,0.027,0.247,0.576,0.826,1.25,1.948,3.279,4.245,3.909,7.016,10.089,6
TETRAHEXYLAMMONIUM BROMIDE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026,0.344,2.166,5.774,8.482,9.193,9.967,12.55,20.787,39.143,61.212,70.926,61.696,45.819,36.005,33.6,31.067,18.738,4.709,0.031,0.011,0.209,0.524,0.773,0.958,1.187,2.587,4.218,3.959,4.485,9.665,11.697,4.955,0
TETRAMETHYLAMMONIUM ACETATE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.413,1.154,3.644,9.475,15.565,16.332,11.121,6.781,9.336,15.585,16.169,10.426,5.692,4.699,5.644,6.84,6.871,4.666,2.18,1.217,1.011,0.922,0.886,1.054,1.079,0.654,0.586,1.539,2.757,2.727,2.345,3.39,4.901,5
TETRAMETHYLAMMONIUM CHLORIDE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.678,1.789,4.744,11.382,17.211,15.447,9.034,6.214,10.148,14.851,11.657,5.408,3.829,3.043,0.971,0.038,0,0,0,0,0,0.175,0.419,0.335,0.113,0.022,0.722,2.614,3.162,2.594,9.152,15.087,7.91,1
TETRAOCTYLAMMONIUM BROMIDE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013,0.259,1.824,5.18,8.144,9.286,10.299,12.632,20.13,42.105,74.895,97.585,94.63,73.804,55.877,46.66,41.038,28.195,9.044,0.229,0.053,0.107,0.315,0.814,1.064,0.925,2.638,4.717,4.042,4.145,9.269,11.458,4.947,0
TETRAOCTYLAMMONIUM CHLORIDE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184,1.64,4.978,8.028,8.91,9.443,12.082,20.123,41.626,74.312,97.996,95.357,74.105,56.147,47.343,42.291,29.425,9.419,0.113,0,0,0.031,0.236,0.569,0.857,1.255,2.074,3.483,4.121,3.792,7.275,10.183,5
TETRAPENTYLAMMONIUM BROMIDE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028,0.344,2.145,5.743,8.506,9.261,10.072,12.692,21.631,38.022,53.852,56.692,44.233,32.575,28.267,27.799,25.016,13.269,2.83,0.183,0,0.079,0.339,0.866,1.071,0.841,2.487,4.71,3.848,3.942,9.777,12.029,5.074,0
TETRAPROPYLAMMONIUM CHLORIDE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.561,2.94,5.843,7.827,11.206,19.245,28.794,33.005,31.022,25.728,21.174,17.461,16.529,15.894,8.183,1.212,0,0.032,0.128,0.412,0.83,0.881,0.622,0.721,2.276,4.24,3.543,1.825,5.534,11.24,8.543,2
THIOUREA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0.466,2.004,4.31,5.52,4.885,4.185,3.723,2.839,2.184,1.759,1.589,1.684,1.428,1.272,1.45,1.218,0.958,0.948,0.983,1.822,2.955,3.288,4.003,4.939,4.167,2.986,3.476,4.757,4.222,2.418,2.312,4.194,6.212,6.062,3.764,1.321,0.144,0,0,0,0,0,0,0
THYMOL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.423,0.872,1.014,1.241,1.374,1.002,0.523,0.296,0.375,0.661,0.786,0.855,1.45,3.077,6.301,11.364,15.684,17.025,16.042,13.064,12.3,15.274,17.25,15.317,10.271,7.249,7.905,8.221,5.705,2.638,1.633,1.659,1.508,1.155,0.681,0.204,0,0,0,0,0,0,0,0,0
TRICARBALLYLIC ACID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.455,2.328,4.483,4.834,3.546,1.764,1.026,2.098,2.852,1.682,0.791,1.505,3.858,7.126,8.703,7.704,6.282,6.976,8.262,7.646,5.44,3.157,2.517,3.078,2.951,3.244,4.986,6.198,6.217,6.004,6.613,7.459,7.842,9.479,10.705,9.208,6.359,2.823,0.451,0.022,0,0,0
TRICHLOROACETIC ACID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174,0.998,1.814,1.66,1.096,0.764,0.863,0.84,0.401,0.247,0.399,0.474,0.346,0.145,0.218,0.503,1.549,3.409,5.419,5.896,4.239,5.731,8.55,6.468,6.255,13.715,21.068,18.365,9.153,3.943,2.608,2.028,2.848,4.092,4.297,3.154,1.494,0.412,0.054,0,0,0,0,0,0
TRIETHANOLAMINE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303,2.277,4.221,3.709,3.273,3.781,3.154,1.491,0.683,0.947,2.006,2.679,2.829,6.381,12.964,17.373,17.233,15.372,12.817,10.197,9.162,7.245,4.951,3.524,2.59,2.607,2.291,1.173,1.044,1.615,1.652,2.309,4.322,5.203,3.551,3.131,4.796,5.147,3.077,1
TRIETHYLENE GLYCOL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.514,2.066,2.957,2.427,2.339,2.428,1.586,0.69,0.514,1.074,1.716,1.409,0.942,7.304,23.143,29.953,19.904,12.759,13.761,11.559,6.082,3.418,3.498,3.279,2.65,2.314,1.622,1.193,1.841,2.711,4.574,6.769,5.685,3.718,3.989,4.158,3.77,3.078,1.406,0
TRIETHYLENETETRAMINE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0.935,4.31,7.143,7.365,7.882,7.834,5.742,5.49,10.601,17.293,21.58,22.365,18.196,12.127,9.194,8.786,7.404,5.366,3.555,2.014,1.274,1.076,1.192,1.583,1.892,1.902,1.918,1.816,1.489,1.252,1.244,1.79,2.812,3
TRIETHYLMETHYLAMMONIUM CHLORIDE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.269,1.588,5.553,10.631,14.018,16.423,19.001,20.112,17.538,12.806,9.576,10.65,11.785,7.023,1.551,0.023,0,0,0,0.05,0.218,0.412,0.421,0.226,0.167,0.746,2.146,2.975,2.262,7.384,14.444,9.607,2
TRIFLUOROACETAMIDE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206,1.15,2.456,3.157,2.964,2.065,1.418,1.398,1.222,0.812,0.785,0.934,1.035,1.316,1.598,2.25,2.753,2.872,3.566,4.148,6.212,10.653,14.975,14.395,7.421,2.24,1.368,0.965,0.856,1.108,1.455,2.509,3.742,3.625,2.511,1.242,0.301,0.006,0,0,0
TRIHEXYLTETRADECYLPHOSPHONIUM CHLORIDE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066,0.455,2.138,7.057,12.931,15.544,17.001,17.883,22.987,45.599,79.044,99.98,95.271,73.581,54.84,45.324,40.051,28.315,10.62,1.662,1.149,1.251,0.689,0.138,0,0,0.003,0.035,0.119,1.232,3.405,11.63,19.347,12
TRIMETHYLAZANIUM CHLORIDE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0.205,1.944,7.297,15.505,18.78,13.292,7.201,7.175,11.177,10.526,4.152,0.867,1.044,0.616,0.391,0.594,0.284,0.005,0.022,0.171,0.365,0.754,2.026,3.306,2.66,1.034,2.579,9.26,12.807,7.251,1.318,0,0
TRIOCTYLAMINE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.239,3.546,20.517,53.204,83.545,91.636,77.012,58.687,46.111,39.316,29.345,11.183,1.129,0.44,0.168,0.064,0.087,0.181,0.181,0.16,0.146,0.089,0.025,0,0,0.049,0
TRIOCTYLPHOSPHINE OXIDE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105,1.801,6.053,9.53,13.468,30.701,60.999,83.969,83.876,66.072,50.119,41.906,36.738,25.633,8.322,0.099,0.047,0.16,0.435,0.487,0.355,0.305,0.301,0.423,0.596,1.406,2.891,3.224,3.046,3
UNDECANOIC ACID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019,0.361,0.981,1.505,1.637,1.022,0.348,0.342,0.719,0.87,0.528,0.341,0.442,0.453,1.454,3.09,4.062,6.228,13.876,27.275,37.646,37.563,29.931,21.956,16.739,14.809,11.879,5.39,1.978,2.045,2.09,2.139,2.417,3.189,4.102,4.096,3.013,2.056,1.059,0.228,0.034,0,0
UREA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,1.555,3.662,4.754,4.591,4.723,4.361,2.943,1.849,1.916,2.436,1.994,1.236,1.184,1.186,1.35,1.675,1.732,2.304,3.181,3.322,2.741,2.174,2.107,1.982,1.645,1.259,0.888,1.665,3.047,2.82,1.78,1.811,2.803,3.723,3.775,2.931,1.555,0.42,0.025,0,0,0
UREA. (TRIFLUOROMETHYL)-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158,0.682,1.329,2.301,3.486,3.408,2.505,2.074,1.741,1.634,1.769,1.553,1.087,0.856,1.122,1.673,2.209,2.475,3.074,4.022,4.686,7.249,13.003,17.223,14.921,8.27,3.051,1.336,1.271,1.57,1.445,0.658,0.624,1.303,2.391,3.782,3.993,2.689,1.02,0.129,0,0
