Component #1,Component #2,Component #3,x1,x2,x3,T /K,Density /g/cm^3
THYMOL,DECANOIC ACID,-,0.5,0.5,-,348.15,0.8914
THYMOL,LAURIC ACID,-,0.55,0.45,-,348.15,0.8914
L-MENTHOL,OCTANOIC ACID,-,0.333,0.667,-,313.15,0.89165
TETRAHEPTYLAMMONIUM CHLORIDE,IBUPROFEN,-,0.7,0.3,-,298.15,0.892
L-MENTHOL,LAURIC ACID,-,0.9,0.1,-,298.15,0.892
TETRAOCTYLAMMONIUM CHLORIDE,DECANOIC ACID,-,0.333,0.667,-,293.15,0.8921
L-MENTHOL,TETRADECANOIC ACID,-,0.8,0.2,-,298.15,0.8921
DECANOIC ACID,LAURIC ACID,-,0.333,0.667,-,298.15,0.8922
THYMOL,STEARIC ACID,-,0.9,0.1,-,373.15,0.8923
L-MENTHOL,OCTANOIC ACID,-,0.6,0.4,-,308.15,0.8924
L-MENTHOL,DECANOIC ACID,-,0.6,0.4,-,303.15,0.8929
THYMOL,1-TETRADECANOL,-,0.5,0.5,-,318.15,0.89291
NONANOIC ACID,LAURIC ACID,-,0.75,0.25,-,303.15,0.893
OCTANOIC ACID,LAURIC ACID,-,0.75,0.25,-,308.15,0.893
L-MENTHOL,LAURIC ACID,-,0.75,0.25,-,298.15,0.893
L-MENTHOL,HEXYLENE GLYCOL,-,0.667,0.333,-,308.15,0.893
L-MENTHOL,LAURIC ACID,-,0.667,0.333,-,298.15,0.893
L-MENTHOL,LAURIC ACID,-,0.8,0.2,-,298.15,0.893
L-MENTHOL,DECANOIC ACID,-,0.5,0.5,-,303.15,0.8931
L-MENTHOL,LAURIC ACID,-,0.667,0.333,-,298.15,0.89316
METHYLTRIOCTYLAMMONIUM CHLORIDE,DECANOIC ACID,-,0.333,0.667,-,303.15,0.8932
OCTANOIC ACID,LAURIC ACID,-,0.25,0.75,-,308.15,0.8932
THYMOL,TETRADECANOIC ACID,-,0.75,0.25,-,358.15,0.8933
DECANOIC ACID,LAURIC ACID,-,0.667,0.333,-,298.15,0.893645
TETRAHEPTYLAMMONIUM CHLORIDE,DECANOIC ACID,-,0.333,0.667,-,293.15,0.8939
THYMOL,OCTANOIC ACID,-,0.421,0.579,-,343.15,0.8939
LIDOCAINE,1-OCTANOL,-,0.333,0.667,-,293.15,0.8939
L-MENTHOL,DECANOIC ACID,-,0.5,0.5,-,303.0,0.894
L-MENTHOL,OCTANOIC ACID,-,0.5,0.5,-,308.15,0.894
L-MENTHOL,ACETIC ACID,-,0.5,0.5,-,343.15,0.894
L-MENTHOL,L-LACTIC ACID,-,0.667,0.333,-,298.15,0.894
THYMOL,PALMITIC ACID,-,0.8,0.2,-,358.15,0.8946
TRIOCTYLPHOSPHINE OXIDE,PHENOL,-,0.33,0.67,-,353.15,0.895
TETRAOCTYLAMMONIUM CHLORIDE,DECANOIC ACID,-,0.333,0.667,-,288.15,0.8953
THYMOL,DECANOIC ACID,-,0.5,0.5,-,343.15,0.8953
THYMOL,LAURIC ACID,-,0.55,0.45,-,343.15,0.8953
L-MENTHOL,OCTANOIC ACID,-,0.333,0.667,-,308.15,0.89546
L-MENTHOL,DECANOIC ACID,-,0.333,0.667,-,293.15,0.8959
THYMOL,1-DECANOL,-,0.667,0.333,-,323.15,0.896
L-MENTHOL,LAURIC ACID,-,0.5,0.5,-,298.15,0.896
L-MENTHOL,OCTANOIC ACID,-,0.6,0.4,-,303.15,0.8961
METHYLTRIOCTYLAMMONIUM CHLORIDE,DECANOIC ACID,-,0.333,0.667,-,298.15,0.8962
THYMOL,STEARIC ACID,-,0.9,0.1,-,368.15,0.8963
L-MENTHOL,DECANOIC ACID,-,0.6,0.4,-,298.15,0.8965
THYMOL,1-TETRADECANOL,-,0.5,0.5,-,313.15,0.89688
NONANOIC ACID,LAURIC ACID,-,0.75,0.25,-,298.15,0.897
OCTANOIC ACID,LAURIC ACID,-,0.75,0.25,-,303.15,0.897
L-MENTHOL,L-LACTIC ACID,-,0.667,0.333,-,293.15,0.897
L-MENTHOL,HEXYLENE GLYCOL,-,0.667,0.333,-,303.15,0.897
OCTANOIC ACID,LAURIC ACID,-,0.25,0.75,-,303.15,0.8971
THYMOL,TETRADECANOIC ACID,-,0.75,0.25,-,353.15,0.8971
TETRAHEPTYLAMMONIUM CHLORIDE,DECANOIC ACID,-,0.333,0.667,-,288.15,0.8972
CAMPHOR,NONANOIC ACID,-,0.5,0.5,-,298.15,0.8975
L-MENTHOL,DECANOIC ACID,-,0.5,0.5,-,298.0,0.8976
L-MENTHOL,OCTANOIC ACID,-,0.25,0.75,-,303.15,0.8977
DECANOIC ACID,LAURIC ACID,-,0.667,0.333,-,293.15,0.89776
THYMOL,OCTANOIC ACID,-,0.421,0.579,-,338.15,0.8979
DECANOIC ACID,LAURIC ACID,-,0.75,0.25,-,303.15,0.898
L-MENTHOL,ACETIC ACID,-,0.5,0.5,-,338.15,0.898
L-MENTHOL,OCTANOIC ACID,-,0.5,0.5,-,303.15,0.8982
CAMPHOR,UNDECANOIC ACID,-,0.5,0.5,-,298.15,0.8985
THYMOL,PALMITIC ACID,-,0.8,0.2,-,353.15,0.8986
L-MENTHOL,THYMOL,-,0.5,0.5,-,343.15,0.89877
THYMOL,DECANOIC ACID,-,0.5,0.5,-,338.15,0.8992
THYMOL,LAURIC ACID,-,0.55,0.45,-,333.15,0.8992
THYMOL,LAURIC ACID,-,0.55,0.45,-,338.15,0.8992
L-MENTHOL,OCTANOIC ACID,-,0.333,0.667,-,303.15,0.89929
DECANOIC ACID,MENTHOL,-,0.333,0.667,-,298.0,0.89951
METHYLTRIOCTYLAMMONIUM CHLORIDE,DECANOIC ACID,-,0.333,0.667,-,293.15,0.8996
DECANOIC ACID,MENTHOL,-,0.5,0.5,-,298.0,0.89977
L-MENTHOL,OCTANOIC ACID,-,0.6,0.4,-,298.15,0.8998
L-MENTHOL,DECANOIC ACID,-,0.6,0.4,-,293.15,0.9002
THYMOL,STEARIC ACID,-,0.9,0.1,-,363.15,0.9003
EUCALYPTOL,UNDECANOIC ACID,-,0.5,0.5,-,298.15,0.9004
L-MENTHOL,DECANOIC ACID,-,0.5,0.5,-,293.15,0.90045
THYMOL,1-TETRADECANOL,-,0.5,0.5,-,308.15,0.90072
L-LYSINE,LAURIC ACID,-,0.333,0.667,-,323.15,0.9008
TETRABUTYLAMMONIUM CHLORIDE,DECANOIC ACID,-,0.333,0.667,-,323.15,0.901
NONANOIC ACID,LAURIC ACID,-,0.75,0.25,-,293.15,0.901
OCTANOIC ACID,LAURIC ACID,-,0.75,0.25,-,298.15,0.901
THYMOL,TETRADECANOIC ACID,-,0.75,0.25,-,348.15,0.901
L-MENTHOL,HEXYLENE GLYCOL,-,0.667,0.333,-,298.15,0.901
L-MENTHOL,DECANOIC ACID,-,0.5,0.5,-,293.0,0.9011
OCTANOIC ACID,LAURIC ACID,-,0.25,0.75,-,298.15,0.9011
L-MENTHOL,OCTANOIC ACID,-,0.333,0.667,-,293.15,0.90133
L-MENTHOL,UNDECANOIC ACID,-,0.5,0.5,-,298.15,0.9016
L-MENTHOL,ACETIC ACID,-,0.5,0.5,-,333.15,0.902
THYMOL,OCTANOIC ACID,-,0.421,0.579,-,333.15,0.902
TRIOCTYLPHOSPHINE OXIDE,PHENOL,-,0.33,0.67,-,343.15,0.902
THYMOL,PALMITIC ACID,-,0.8,0.2,-,348.15,0.9024
L-MENTHOL,THYMOL,-,0.5,0.5,-,338.15,0.90265
METHYLTRIOCTYLAMMONIUM CHLORIDE,DECANOIC ACID,-,0.333,0.667,-,288.15,0.9027
DECANOIC ACID,OLEIC ACID,-,0.4,0.6,-,303.15,0.903
L-MENTHOL,HEXANOIC ACID,-,0.333,0.667,-,333.15,0.903
THYMOL,DECANOIC ACID,-,0.5,0.5,-,333.15,0.9031
THYMOL,LAURIC ACID,-,0.55,0.45,-,328.15,0.9031
L-MENTHOL,OCTANOIC ACID,-,0.333,0.667,-,298.15,0.90316
L-LYSINE,LAURIC ACID,-,0.333,0.667,-,318.15,0.9035
L-MENTHOL,OCTANOIC ACID,-,0.6,0.4,-,293.15,0.9036
L-MENTHOL,DECANOIC ACID,-,0.6,0.4,-,288.15,0.9039
THYMOL,OCTYL 4-HYDROXYBENZOATE,-,0.5,0.5,-,293.15,0.9039
OCTANOIC ACID,LAURIC ACID,-,0.75,0.25,-,293.15,0.904
L-MENTHOL,HEXYLENE GLYCOL,-,0.667,0.333,-,293.15,0.904
THYMOL,1-DECANOL,-,0.667,0.333,-,313.15,0.904
TRIOCTYLPHOSPHINE OXIDE,PHENOL,-,0.5,0.5,-,303.15,0.904
TETRABUTYLAMMONIUM CHLORIDE,DECANOIC ACID,-,0.333,0.667,-,318.15,0.9042
THYMOL,STEARIC ACID,-,0.9,0.1,-,358.15,0.9044
THYMOL,1-TETRADECANOL,-,0.5,0.5,-,303.15,0.90449
THYMOL,DECANOIC ACID,-,0.5,0.5,-,328.0,0.9049
THYMOL,TETRADECANOIC ACID,-,0.75,0.25,-,343.15,0.9049
OCTANOIC ACID,LAURIC ACID,-,0.25,0.75,-,293.15,0.905
TRIOCTYLPHOSPHINE OXIDE,PHENOL,-,0.33,0.67,-,333.15,0.905
LIDOCAINE,1-DECANOL,-,0.333,0.667,-,293.15,0.905
L-LYSINE,LAURIC ACID,-,0.333,0.667,-,313.15,0.9051
L-MENTHOL,OCTANOIC ACID,-,0.25,0.75,-,293.15,0.9056
L-MENTHOL,OCTANOIC ACID,-,0.5,0.5,-,293.15,0.9057
L-MENTHOL,ACETIC ACID,-,0.5,0.5,-,328.15,0.906
THYMOL,OCTANOIC ACID,-,0.421,0.579,-,328.15,0.906
THYMOL,PALMITIC ACID,-,0.8,0.2,-,343.15,0.9063
L-MENTHOL,THYMOL,-,0.5,0.5,-,318.15,0.90643
L-MENTHOL,THYMOL,-,0.5,0.5,-,333.15,0.90652
THYMOL,LAURIC ACID,-,0.55,0.45,-,323.15,0.9069
THYMOL,DECANOIC ACID,-,0.5,0.5,-,328.15,0.907
TETRABUTYLAMMONIUM CHLORIDE,DECANOIC ACID,-,0.333,0.667,-,313.15,0.9073
L-MENTHOL,OCTANOIC ACID,-,0.6,0.4,-,288.15,0.9073
EUCALYPTOL,DECANOIC ACID,-,0.5,0.5,-,298.15,0.9073
L-MENTHOL,DECANOIC ACID,-,0.6,0.4,-,283.15,0.9075
TETRABUTYLAMMONIUM BROMIDE,1-HEXANOL,-,0.2,0.8,-,298.15,0.9076
THYMOL,1-DECANOL,-,0.667,0.333,-,308.15,0.908
THYMOL,1-TETRADECANOL,-,0.5,0.5,-,298.15,0.90826
THYMOL,STEARIC ACID,-,0.9,0.1,-,353.15,0.9083
THYMOL,DECANOIC ACID,-,0.5,0.5,-,323.0,0.9087
THYMOL,TETRADECANOIC ACID,-,0.75,0.25,-,338.15,0.9087
L-LYSINE,LAURIC ACID,-,0.333,0.667,-,308.15,0.9087
THYMOL,1-HEXANOL,-,0.333,0.667,-,293.15,0.909
L-MENTHOL,EUCALYPTOL,-,0.5,0.5,-,298.15,0.9094
TETRAOCTYLAMMONIUM BROMIDE,DECANOIC ACID,-,0.333,0.667,-,328.0,0.91
TETRAOCTYLAMMONIUM BROMIDE,DECANOIC ACID,-,0.333,0.667,-,333.15,0.91
THYMOL,OCTANOIC ACID,-,0.421,0.579,-,323.15,0.91
TRIOCTYLPHOSPHINE OXIDE,PHENOL,-,0.5,0.5,-,293.15,0.91
CAMPHOR,DECANOIC ACID,-,0.333,0.667,-,293.15,0.91
OCTANOIC ACID,NONANOIC ACID,-,0.5,0.5,-,298.15,0.91
OCTANOIC ACID,DECANOIC ACID,-,0.5,0.5,-,298.15,0.91
NONANOIC ACID,DECANOIC ACID,-,0.5,0.5,-,298.15,0.91
THYMOL,PALMITIC ACID,-,0.8,0.2,-,338.15,0.9102
L-MENTHOL,THYMOL,-,0.5,0.5,-,328.15,0.91038
TETRABUTYLAMMONIUM CHLORIDE,DECANOIC ACID,-,0.333,0.667,-,308.15,0.9104
THYMOL,LAURIC ACID,-,0.55,0.45,-,318.15,0.9107
THYMOL,DECANOIC ACID,-,0.5,0.5,-,323.15,0.9108
L-MENTHOL,ACETIC ACID,-,0.5,0.5,-,323.15,0.911
L-MENTHOL,OCTANOIC ACID,-,0.6,0.4,-,283.15,0.911
THYMOL,1-DECANOL,-,0.667,0.333,-,303.15,0.911
L-MENTHOL,OCTANOIC ACID,-,0.5,0.5,-,298.15,0.9115
LIDOCAINE,LAURIC ACID,-,0.333,0.667,-,293.15,0.9115
THYMOL,1-TETRADECANOL,-,0.5,0.5,-,293.15,0.91184
TRIOCTYLPHOSPHINE OXIDE,PHENOL,-,0.33,0.67,-,323.15,0.912
THYMOL,STEARIC ACID,-,0.9,0.1,-,348.15,0.9123
L-LYSINE,LAURIC ACID,-,0.333,0.667,-,303.15,0.9124
THYMOL,DECANOIC ACID,-,0.5,0.5,-,318.0,0.9126
THYMOL,TETRADECANOIC ACID,-,0.75,0.25,-,333.15,0.9126
TETRAOCTYLAMMONIUM BROMIDE,NONANOIC ACID,-,0.333,0.667,-,333.15,0.913
THYMOL,DECANOIC ACID,-,0.333,0.667,-,333.15,0.913
TETRAOCTYLAMMONIUM BROMIDE,DECANOIC ACID,-,0.333,0.667,-,323.0,0.9132
TETRABUTYLAMMONIUM CHLORIDE,DECANOIC ACID,-,0.333,0.667,-,303.15,0.9136
TETRAOCTYLAMMONIUM BROMIDE,DECANOIC ACID,-,0.333,0.667,-,323.15,0.9136
THYMOL,OCTANOIC ACID,-,0.421,0.579,-,318.15,0.914
THYMOL,PALMITIC ACID,-,0.8,0.2,-,333.15,0.914
THYMOL,NONANOIC ACID,-,0.333,0.667,-,333.15,0.914
L-MENTHOL,THYMOL,-,0.5,0.5,-,323.15,0.9142
THYMOL,LAURIC ACID,-,0.55,0.45,-,313.15,0.9145
THYMOL,DECANOIC ACID,-,0.333,0.667,-,293.15,0.9145
THYMOL,DECANOIC ACID,-,0.5,0.5,-,318.15,0.9147
L-MENTHOL,OCTANOIC ACID,-,0.6,0.4,-,278.15,0.9148
L-MENTHOL,ACETIC ACID,-,0.5,0.5,-,318.15,0.915
THYMOL,1-DECANOL,-,0.667,0.333,-,298.15,0.915
L-LYSINE,LAURIC ACID,-,0.333,0.667,-,298.15,0.9153
TETRABUTYLAMMONIUM BROMIDE,1-DODECANOL,-,0.333,0.667,-,298.15,0.9156
EUCALYPTOL,OCTANOIC ACID,-,0.5,0.5,-,298.15,0.9157
THYMOL,HEXYLENE GLYCOL,-,0.667,0.333,-,353.15,0.916
THYMOL,STEARIC ACID,-,0.9,0.1,-,343.15,0.9162
THYMOL,EUCALYPTOL,-,0.5,0.5,-,298.15,0.9162
LIDOCAINE,DECANOIC ACID,-,0.2,0.8,-,328.0,0.9164
THYMOL,TETRADECANOIC ACID,-,0.75,0.25,-,328.15,0.9164
TETRAOCTYLAMMONIUM BROMIDE,DECANOIC ACID,-,0.333,0.667,-,318.0,0.9165
THYMOL,DECANOIC ACID,-,0.5,0.5,-,313.0,0.9165
TETRABUTYLAMMONIUM CHLORIDE,DECANOIC ACID,-,0.333,0.667,-,298.15,0.9168
TETRAOCTYLAMMONIUM BROMIDE,DECANOIC ACID,-,0.333,0.667,-,318.15,0.9168
THYMOL,OCTANOIC ACID,-,0.333,0.667,-,333.15,0.917
L-HISTIDINE,LAURIC ACID,-,0.333,0.667,-,323.15,0.9172
THYMOL,PALMITIC ACID,-,0.8,0.2,-,328.15,0.9179
THYMOL,HEPTANOIC ACID,-,0.333,0.667,-,333.15,0.918
THYMOL,OCTANOIC ACID,-,0.421,0.579,-,313.15,0.9181
L-LYSINE,LAURIC ACID,-,0.333,0.667,-,293.15,0.9182
THYMOL,LAURIC ACID,-,0.55,0.45,-,308.15,0.9183
THYMOL,DECANOIC ACID,-,0.5,0.5,-,313.15,0.9186
CAMPHOR,1-OCTANOL,-,0.333,0.667,-,293.15,0.9187
L-MENTHOL,ACETIC ACID,-,0.5,0.5,-,313.15,0.919
THYMOL,1-DECANOL,-,0.667,0.333,-,293.15,0.919
LIDOCAINE,OCTANOIC ACID,-,0.333,0.667,-,293.15,0.919
METHYLTRIOCTYLAMMONIUM CHLORIDE,4-HYDROXYBENZONITRILE,-,0.667,0.333,-,298.15,0.9192
TETRAOCTYLAMMONIUM BROMIDE,DECANOIC ACID,-,0.333,0.667,-,313.0,0.9197
L-HISTIDINE,LAURIC ACID,-,0.333,0.667,-,318.15,0.9198
TETRABUTYLAMMONIUM CHLORIDE,DECANOIC ACID,-,0.333,0.667,-,293.15,0.9199
TETRAOCTYLAMMONIUM BROMIDE,DECANOIC ACID,-,0.333,0.667,-,313.15,0.92
TETRAOCTYLAMMONIUM BROMIDE,OCTANOIC ACID,-,0.333,0.667,-,333.15,0.92
ALPHA-TERPINEOL,MENTHOL,-,0.5,0.5,-,298.15,0.92
THYMOL,STEARIC ACID,-,0.9,0.1,-,338.15,0.9201
THYMOL,TETRADECANOIC ACID,-,0.75,0.25,-,323.15,0.9202
THYMOL,DECANOIC ACID,-,0.5,0.5,-,308.0,0.9203
LIDOCAINE,DECANOIC ACID,-,0.2,0.8,-,323.0,0.9206
LIDOCAINE,1-HEXANOL,-,0.5,0.5,-,293.15,0.9206
LIDOCAINE,DECANOIC ACID,-,0.2,0.8,-,323.15,0.9208
LIDOCAINE,LAURIC ACID,-,0.333,0.667,-,328.0,0.9215
THYMOL,PALMITIC ACID,-,0.8,0.2,-,323.15,0.9217
L-MENTHOL,THYMOL,-,0.5,0.5,-,313.15,0.92181
TETRABUTYLAMMONIUM BROMIDE,1-BUTANOL,-,0.2,0.8,-,298.15,0.922
THYMOL,HEXANOIC ACID,-,0.333,0.667,-,333.15,0.922
THYMOL,OCTANOIC ACID,-,0.421,0.579,-,308.15,0.9221
THYMOL,LAURIC ACID,-,0.55,0.45,-,303.15,0.9221
L-HISTIDINE,LAURIC ACID,-,0.333,0.667,-,313.15,0.9221
THYMOL,DECANOIC ACID,-,0.5,0.5,-,308.15,0.9224
L-MENTHOL,DECANOIC ACID,-,0.5,0.5,-,298.15,0.922975
TETRAOCTYLAMMONIUM BROMIDE,DECANOIC ACID,-,0.333,0.667,-,308.0,0.923
L-MENTHOL,ACETIC ACID,-,0.5,0.5,-,308.15,0.923
TRIOCTYLPHOSPHINE OXIDE,PHENOL,-,0.33,0.67,-,313.15,0.923
FENCHOL,MENTHOL,-,0.5,0.5,-,298.15,0.923
LIDOCAINE,DECANOIC ACID,-,0.333,0.667,-,293.15,0.92315
TETRABUTYLAMMONIUM CHLORIDE,DECANOIC ACID,-,0.333,0.667,-,288.15,0.9232
TETRAOCTYLAMMONIUM BROMIDE,DECANOIC ACID,-,0.333,0.667,-,308.15,0.9232
LIDOCAINE,DECANOIC ACID,-,0.25,0.75,-,328.0,0.9235
THYMOL,MENTHOL,-,0.333,0.667,-,298.0,0.92384
LAURIC ACID,OCTANOIC ACID,-,0.333,0.667,-,298.15,0.9239
THYMOL,TETRADECANOIC ACID,-,0.75,0.25,-,318.15,0.924
THYMOL,STEARIC ACID,-,0.9,0.1,-,333.15,0.924
THYMOL,HEXYLENE GLYCOL,-,0.667,0.333,-,343.15,0.924
THYMOL,DECANOIC ACID,-,0.5,0.5,-,303.0,0.9242
L-HISTIDINE,LAURIC ACID,-,0.333,0.667,-,308.15,0.9243
LIDOCAINE,DECANOIC ACID,-,0.2,0.8,-,318.0,0.9247
LIDOCAINE,DECANOIC ACID,-,0.2,0.8,-,318.15,0.9251
THYMOL,PALMITIC ACID,-,0.8,0.2,-,318.15,0.9255
THYMOL,UNDECANOIC ACID,-,0.5,0.5,-,298.15,0.9255
LIDOCAINE,LAURIC ACID,-,0.333,0.667,-,323.0,0.92555
L-MENTHOL,THYMOL,-,0.5,0.5,-,308.15,0.9256
METHYLTRIOCTYLAMMONIUM BROMIDE,DECANOIC ACID,-,0.333,0.667,-,323.15,0.9258
L-MENTHOL,CAMPHOR,-,0.5,0.5,-,298.15,0.926
THYMOL,OCTANOIC ACID,-,0.421,0.579,-,303.15,0.9261
METHYLTRIOCTYLAMMONIUM CHLORIDE,BUTYLPARABEN,-,0.667,0.333,-,298.15,0.9262
TETRAOCTYLAMMONIUM BROMIDE,DECANOIC ACID,-,0.333,0.667,-,303.0,0.9263
THYMOL,DECANOIC ACID,-,0.5,0.5,-,303.15,0.9263
TETRAOCTYLAMMONIUM BROMIDE,DECANOIC ACID,-,0.333,0.667,-,303.15,0.9265
L-HISTIDINE,LAURIC ACID,-,0.333,0.667,-,303.15,0.9265
TETRAOCTYLAMMONIUM BROMIDE,HEPTANOIC ACID,-,0.333,0.667,-,333.15,0.927
L-MENTHOL,ACETIC ACID,-,0.5,0.5,-,303.15,0.927
TRIOCTYLPHOSPHINE OXIDE,PHENOL,-,0.33,0.67,-,303.15,0.927
THYMOL,DECANOIC ACID,-,0.25,0.75,-,298.15,0.9272
METHYLTRIOCTYLAMMONIUM CHLORIDE,2-ETHYLHEXYL 4-HYDROXYBENZOATE,-,0.667,0.333,-,298.15,0.9276
LIDOCAINE,DECANOIC ACID,-,0.25,0.75,-,323.0,0.9277
THYMOL,TETRADECANOIC ACID,-,0.75,0.25,-,313.15,0.9279
THYMOL,STEARIC ACID,-,0.9,0.1,-,328.15,0.9279
TETRABUTYLAMMONIUM CHLORIDE,L-ASPARTIC ACID,-,0.917,0.083,-,353.15,0.928
THYMOL,DECANOIC ACID,-,0.5,0.5,-,298.0,0.928
LIDOCAINE,DECANOIC ACID,-,0.25,0.75,-,323.15,0.9282
L-ALANINE,LAURIC ACID,-,0.333,0.667,-,323.15,0.9286
L-HISTIDINE,LAURIC ACID,-,0.333,0.667,-,298.15,0.9287
METHYLTRIOCTYLAMMONIUM CHLORIDE,ISOBUTYL 4-HYDROXYBENZOATE,-,0.667,0.333,-,298.15,0.9289
METHYLTRIOCTYLAMMONIUM CHLORIDE,OCTYL 4-HYDROXYBENZOATE,-,0.667,0.333,-,298.15,0.9289
LIDOCAINE,DECANOIC ACID,-,0.2,0.8,-,313.0,0.9289
METHYLTRIOCTYLAMMONIUM BROMIDE,DECANOIC ACID,-,0.333,0.667,-,318.15,0.929
TETRABUTYLAMMONIUM CHLORIDE,L-ASPARTIC ACID,-,0.909,0.091,-,353.15,0.929
LIDOCAINE,DECANOIC ACID,-,0.2,0.8,-,313.15,0.9293
L-MENTHOL,THYMOL,-,0.5,0.5,-,303.15,0.92938
THYMOL,PALMITIC ACID,-,0.8,0.2,-,313.15,0.9294
TETRAOCTYLAMMONIUM BROMIDE,DECANOIC ACID,-,0.333,0.667,-,298.0,0.9296
LIDOCAINE,LAURIC ACID,-,0.333,0.667,-,318.0,0.9296
TETRAOCTYLAMMONIUM BROMIDE,DECANOIC ACID,-,0.333,0.667,-,298.15,0.9298
THYMOL,OCTANOIC ACID,-,0.421,0.579,-,298.15,0.9301
THYMOL,NONANOIC ACID,-,0.5,0.5,-,298.15,0.9309
METHYLTRIOCTYLAMMONIUM CHLORIDE,METHYL 4-HYDROXYBENZOATE,-,0.667,0.333,-,298.15,0.931
TETRABUTYLAMMONIUM CHLORIDE,L-GLUTAMIC ACID,-,0.909,0.091,-,353.15,0.931
L-MENTHOL,ACETIC ACID,-,0.5,0.5,-,298.15,0.931
L-HISTIDINE,LAURIC ACID,-,0.333,0.667,-,293.15,0.9314
L-ALANINE,LAURIC ACID,-,0.333,0.667,-,318.15,0.9317
THYMOL,DECANOIC ACID,-,0.5,0.5,-,293.0,0.9318
THYMOL,STEARIC ACID,-,0.9,0.1,-,323.15,0.9318
LIDOCAINE,DECANOIC ACID,-,0.25,0.75,-,318.0,0.9319
TETRABUTYLAMMONIUM CHLORIDE,L-GLUTAMIC ACID,-,0.9,0.1,-,353.15,0.932
THYMOL,HEXYLENE GLYCOL,-,0.667,0.333,-,333.15,0.932
METHYLTRIOCTYLAMMONIUM BROMIDE,DECANOIC ACID,-,0.333,0.667,-,313.15,0.9323
LIDOCAINE,DECANOIC ACID,-,0.333,0.667,-,328.0,0.9323
LIDOCAINE,DECANOIC ACID,-,0.25,0.75,-,318.15,0.9325
TETRAOCTYLAMMONIUM BROMIDE,DECANOIC ACID,-,0.333,0.667,-,293.0,0.9329
LIDOCAINE,DECANOIC ACID,-,0.2,0.8,-,308.0,0.9329
TETRAOCTYLAMMONIUM BROMIDE,HEXANOIC ACID,-,0.333,0.667,-,333.15,0.933
TRIOCTYLPHOSPHINE OXIDE,PHENOL,-,0.33,0.67,-,298.15,0.933
TETRAOCTYLAMMONIUM BROMIDE,DECANOIC ACID,-,0.333,0.667,-,293.15,0.9331
TETRABUTYLAMMONIUM CHLORIDE,L-ASPARTIC ACID,-,0.9,0.1,-,353.15,0.9331
METHYLTRIOCTYLAMMONIUM CHLORIDE,O-TOLUIC ACID,-,0.5,0.5,-,298.15,0.9332
LIDOCAINE,DECANOIC ACID,-,0.2,0.8,-,308.15,0.9335
LIDOCAINE,LAURIC ACID,-,0.333,0.667,-,313.0,0.9336
THYMOL,DECANOIC ACID,-,0.5,0.5,-,298.15,0.933966667
TETRABUTYLAMMONIUM CHLORIDE,L-ASPARTIC ACID,-,0.917,0.083,-,343.15,0.934
TETRABUTYLAMMONIUM CHLORIDE,L-GLUTAMIC ACID,-,0.889,0.111,-,353.15,0.934
THYMOL,DECANOIC ACID,-,0.5,0.5,-,293.15,0.934
THYMOL,OCTANOIC ACID,-,0.421,0.579,-,293.15,0.9341
TETRABUTYLAMMONIUM CHLORIDE,3-AMINOPROPAN-1-OL,-,0.2,0.8,-,333.15,0.934475
L-ALANINE,LAURIC ACID,-,0.333,0.667,-,313.15,0.9348
L-MENTHOL,ACETIC ACID,-,0.5,0.5,-,293.15,0.935
TRIOCTYLPHOSPHINE OXIDE,PHENOL,-,0.33,0.67,-,293.15,0.935
TETRABUTYLAMMONIUM CHLORIDE,L-ASPARTIC ACID,-,0.909,0.091,-,343.15,0.9351
THYMOL,UNDECYLENIC ACID,-,0.2,0.8,-,298.15,0.9353
METHYLTRIOCTYLAMMONIUM BROMIDE,DECANOIC ACID,-,0.333,0.667,-,308.15,0.9356
THYMOL,STEARIC ACID,-,0.9,0.1,-,318.15,0.9357
METHYLTRIOCTYLAMMONIUM BROMIDE,DECANOIC ACID,-,0.5,0.5,-,298.15,0.936
LIDOCAINE,DECANOIC ACID,-,0.25,0.75,-,313.0,0.9361
TETRAOCTYLAMMONIUM BROMIDE,DECANOIC ACID,-,0.333,0.667,-,288.15,0.9364
LIDOCAINE,DECANOIC ACID,-,0.333,0.667,-,323.0,0.9364
THYMOL,DECANOIC ACID,-,0.333,0.667,-,298.15,0.9365
THYMOL,MENTHOL,-,0.5,0.5,-,298.0,0.93656
LIDOCAINE,DECANOIC ACID,-,0.25,0.75,-,313.15,0.9368
METHYLTRIOCTYLAMMONIUM CHLORIDE,4-PHENYLPHENOL,-,0.5,0.5,-,298.15,0.9369
LIDOCAINE,DECANOIC ACID,-,0.2,0.8,-,303.0,0.9369
L-MENTHOL,THYMOL,-,0.5,0.5,-,293.15,0.9369
L-MENTHOL,HEXANOIC ACID,-,0.5,0.5,-,298.15,0.9369
LIDOCAINE,DECANOIC ACID,-,0.333,0.667,-,323.15,0.937
TETRABUTYLAMMONIUM CHLORIDE,L-GLUTAMIC ACID,-,0.909,0.091,-,343.15,0.9372
THYMOL,UNDECYLENIC ACID,-,0.25,0.75,-,298.15,0.9375
LIDOCAINE,LAURIC ACID,-,0.333,0.667,-,308.0,0.9376
LIDOCAINE,DECANOIC ACID,-,0.2,0.8,-,303.15,0.9377
THYMOL,OCTANOIC ACID,-,0.5,0.5,-,293.15,0.9378
